"id"	"SampleName"	"SampleID"	"tissue.type"	"ion"	"shortID"	"mouseID"	"treatmentID"	"Exercise"	"Weight"
"M5"	"M5"	"LIPNEG16JULY_31.wiff "	"tumor"	"NEG"	"LIPNEG16JULY_31"	"15-02-M5"	"SED_AL"	"SED"	"AL"
"M5"	"D35_M5"	"LIPNEG16JULY_73.wiff "	"plasma"	"NEG"	"LIPNEG16JULY_73"	"15-02-M5"	"SED_AL"	"SED"	"AL"
"M5"	"D35_M5"	"LIPPOS16JULY_74.wiff "	"plasma"	"POS"	"LIPPOS16JULY_74"	"15-02-M5"	"SED_AL"	"SED"	"AL"
"M5"	"D7_M5"	"LIPNEG16JULY_88.wiff "	"plasma"	"NEG"	"LIPNEG16JULY_88"	"15-02-M5"	"SED_AL"	"SED"	"AL"
"M6"	"D7_M6"	"LIPNEG16JULY_42.wiff "	"plasma"	"NEG"	"LIPNEG16JULY_42"	"15-02-M6"	"SED_AL"	"SED"	"AL"
"M6"	"M6"	"LIPNEG16JULY_92.wiff "	"tumor"	"NEG"	"LIPNEG16JULY_92"	"15-02-M6"	"SED_AL"	"SED"	"AL"
"M6"	"D21_M6"	"LIPNEG16JULY_17.wiff "	"plasma"	"NEG"	"LIPNEG16JULY_17"	"15-02-M6"	"SED_AL"	"SED"	"AL"
"M6"	"D35_M6"	"LIPPOS16JULY_11.wiff "	"plasma"	"POS"	"LIPPOS16JULY_11"	"15-02-M6"	"SED_AL"	"SED"	"AL"
"M6"	"D35_M6"	"LIPNEG16JULY_10.wiff "	"plasma"	"NEG"	"LIPNEG16JULY_10"	"15-02-M6"	"SED_AL"	"SED"	"AL"
"M6"	"D7_M6"	"LIPPOS16JULY_43.wiff "	"plasma"	"POS"	"LIPPOS16JULY_43"	"15-02-M6"	"SED_AL"	"SED"	"AL"
"M6"	"M6"	"LIPPOS16JULY_93.wiff "	"tumor"	"POS"	"LIPPOS16JULY_93"	"15-02-M6"	"SED_AL"	"SED"	"AL"
"M6"	"D21_M6"	"LIPPOS16JULY_18.wiff "	"plasma"	"POS"	"LIPPOS16JULY_18"	"15-02-M6"	"SED_AL"	"SED"	"AL"
"M7"	"D7_M7"	"LIPNEG16JULY_02.wiff "	"plasma"	"NEG"	"LIPNEG16JULY_02"	"15-02-M7"	"SED_ER"	"SED"	"ER"
"M7"	"M7"	"LIPNEG16JULY_90.wiff "	"tumor"	"NEG"	"LIPNEG16JULY_90"	"15-02-M7"	"SED_ER"	"SED"	"ER"
"M7"	"D35_M7"	"LIPPOS16JULY_86.wiff "	"plasma"	"POS"	"LIPPOS16JULY_86"	"15-02-M7"	"SED_ER"	"SED"	"ER"
"M7"	"D35_M7"	"LIPNEG16JULY_85.wiff "	"plasma"	"NEG"	"LIPNEG16JULY_85"	"15-02-M7"	"SED_ER"	"SED"	"ER"
"M7"	"M7"	"LIPPOS16JULY_91.wiff "	"tumor"	"POS"	"LIPPOS16JULY_91"	"15-02-M7"	"SED_ER"	"SED"	"ER"
"M7"	"D7_M7"	"LIPPOS16JULY_03.wiff "	"plasma"	"POS"	"LIPPOS16JULY_03"	"15-02-M7"	"SED_ER"	"SED"	"ER"
"M7"	"D21_M7"	"LIPPOS16JULY_23.wiff "	"plasma"	"POS"	"LIPPOS16JULY_23"	"15-02-M7"	"SED_ER"	"SED"	"ER"
"M7"	"D21_M7"	"LIPNEG16JULY_22.wiff "	"plasma"	"NEG"	"LIPNEG16JULY_22"	"15-02-M7"	"SED_ER"	"SED"	"ER"
"M8"	"D21_M8"	"LIPNEG16JULY_47.wiff "	"plasma"	"NEG"	"LIPNEG16JULY_47"	"15-02-M8"	"SED_ER"	"SED"	"ER"
"M8"	"D7_M8"	"LIPPOS16JULY_09.wiff "	"plasma"	"POS"	"LIPPOS16JULY_09"	"15-02-M8"	"SED_ER"	"SED"	"ER"
"M8"	"D35_M8"	"LIPNEG16JULY_91.wiff "	"plasma"	"NEG"	"LIPNEG16JULY_91"	"15-02-M8"	"SED_ER"	"SED"	"ER"
"M8"	"M8"	"LIPPOS16JULY_77.wiff "	"tumor"	"POS"	"LIPPOS16JULY_77"	"15-02-M8"	"SED_ER"	"SED"	"ER"
"M8"	"D21_M8"	"LIPPOS16JULY_48.wiff "	"plasma"	"POS"	"LIPPOS16JULY_48"	"15-02-M8"	"SED_ER"	"SED"	"ER"
"M8"	"M8"	"LIPNEG16JULY_76.wiff "	"tumor"	"NEG"	"LIPNEG16JULY_76"	"15-02-M8"	"SED_ER"	"SED"	"ER"
"M8"	"D35_M8"	"LIPPOS16JULY_92.wiff "	"plasma"	"POS"	"LIPPOS16JULY_92"	"15-02-M8"	"SED_ER"	"SED"	"ER"
"M8"	"D7_M8"	"LIPNEG16JULY_08.wiff "	"plasma"	"NEG"	"LIPNEG16JULY_08"	"15-02-M8"	"SED_ER"	"SED"	"ER"
