"id" "Label" "mouseID" "treatmentID" "Exercise" "Weight" "metabolite" "area"
"160711-75" "plasmaD35" "15-02-M1" "SED_AL" "SED" "AL" "Serine" 90551120
"160711-76" "plasmaD7" "15-02-M19" "EX_AL" "EX" "AL" "Serine" 27409222
"160711-77" "tumor" "15-02-M11" "SED_ER" "SED" "ER" "Serine" 73560088
"160711-78" "plasmaD7" "15-02-M12" "SED_ER" "SED" "ER" "Serine" 31280810
"160711-79" "tumor" "15-02-M20" "EX_AL" "EX" "AL" "Serine" 76089968
"160711-80" "tumor" "15-02-M4" "SED_AL" "SED" "AL" "Serine" 40655808
"160711-81" "tumor" "15-02-M22" "EX_ER" "EX" "ER" "Serine" 80511536
"160711-82" "tumor" "15-02-M5" "SED_AL" "SED" "AL" "Serine" 52205368
"160711-83" "tumor" "15-02-M13" "SED_ER" "SED" "ER" "Serine" 39803632
"160711-84" "plasmaD21" "15-02-M15" "EX_AL" "EX" "AL" "Serine" 34423592
"160711-85" "plasmaD35" "15-02-M19" "EX_AL" "EX" "AL" "Serine" 53390368
"160711-86" "plasmaD21" "15-02-M24" "EX_ER" "EX" "ER" "Serine" 32583414
"160711-87" "plasmaD35" "15-02-M23" "EX_ER" "EX" "ER" "Serine" 68229680
"160711-88" "tumor" "15-02-M19" "EX_AL" "EX" "AL" "Serine" 162451
"160711-89" "plasmaD7" "15-02-M21" "EX_ER" "EX" "ER" "Serine" 588307
"160711-90" "tumor" "15-02-M1" "SED_AL" "SED" "AL" "Serine" 14117
"160711-91" "plasmaD7" "15-02-M20" "EX_AL" "EX" "AL" "Serine" 66289
"160711-92" "plasmaD35" "15-02-M13" "SED_ER" "SED" "ER" "Serine" 27228504
"160711-93" "plasmaD7" "15-02-M6" "SED_AL" "SED" "AL" "Serine" 5134928
"160711-94" "plasmaD21" "15-02-M1" "SED_AL" "SED" "AL" "Serine" 10292430
"160711-95" "plasmaD21" "15-02-M2" "SED_AL" "SED" "AL" "Serine" 2166641
"160711-96" "plasmaD21" "15-02-M23" "EX_ER" "EX" "ER" "Serine" 69792
"160711-10" "plasmaD35" "15-02-M22" "EX_ER" "EX" "ER" "Glycerate" 42946288
"160711-101" "tumor" "15-02-M18" "EX_AL" "EX" "AL" "Glycerate" 13006287
"160711-102" "plasmaD7" "15-02-M1" "SED_AL" "SED" "AL" "Glycerate" 12261100
"160711-11" "plasmaD35" "15-02-M10" "SED_ER" "SED" "ER" "Glycerate" 39572340
"160711-12" "plasmaD35" "15-02-M11" "SED_ER" "SED" "ER" "Glycerate" 39889696
"160711-13" "plasmaD35" "15-02-M20" "EX_AL" "EX" "AL" "Glycerate" 33207682
"160711-14" "plasmaD35" "15-02-M3" "SED_AL" "SED" "AL" "Glycerate" 38645304
"160711-15" "plasmaD7" "15-02-M2" "SED_AL" "SED" "AL" "Glycerate" 17739996
"160711-16" "plasmaD35" "15-02-M24" "EX_ER" "EX" "ER" "Glycerate" 39540644
"160711-17" "tumor" "15-02-M16" "EX_AL" "EX" "AL" "Glycerate" 30856142
"160711-18" "plasmaD7" "15-02-M26" "EX_ER" "EX" "ER" "Glycerate" 43512972
"160711-19" "plasmaD21" "15-02-M12" "SED_ER" "SED" "ER" "Glycerate" 48858116
"160711-20" "tumor" "15-02-M23" "EX_ER" "EX" "ER" "Glycerate" 40894108
"160711-21" "plasmaD35" "15-02-M21" "EX_ER" "EX" "ER" "Glycerate" 25098952
"160711-22" "plasmaD35" "15-02-M27" "EX_ER" "EX" "ER" "Glycerate" 19618958
"160711-23" "plasmaD21" "15-02-M18" "EX_AL" "EX" "AL" "Glycerate" 37670468
"160711-24" "plasmaD7" "15-02-M24" "EX_ER" "EX" "ER" "Glycerate" 34037648
"160711-25" "plasmaD7" "15-02-M15" "EX_AL" "EX" "AL" "Glycerate" 45569888
"160711-26" "tumor" "15-02-M26" "EX_ER" "EX" "ER" "Glycerate" 38216156
"160711-27" "plasmaD35" "15-02-M26" "EX_ER" "EX" "ER" "Glycerate" 57320492
"160711-28" "plasmaD35" "15-02-M5" "SED_AL" "SED" "AL" "Glycerate" 39865820
"160711-29" "plasmaD7" "15-02-M22" "EX_ER" "EX" "ER" "Glycerate" 25463598
"160711-32" "tumor" "15-02-M10" "SED_ER" "SED" "ER" "Glycerate" 69564328
"160711-33" "tumor" "15-02-M8" "SED_ER" "SED" "ER" "Glycerate" 42128196
"160711-34" "tumor" "15-02-M2" "SED_AL" "SED" "AL" "Glycerate" 41009000
"160711-35" "plasmaD21" "15-02-M11" "SED_ER" "SED" "ER" "Glycerate" 40986780
"160711-36" "tumor" "15-02-M12" "SED_ER" "SED" "ER" "Glycerate" 44301536
"160711-37" "plasmaD21" "15-02-M13" "SED_ER" "SED" "ER" "Glycerate" 30101804
"160711-38" "plasmaD35" "15-02-M15" "EX_AL" "EX" "AL" "Glycerate" 42052284
"160711-39" "plasmaD21" "15-02-M4" "SED_AL" "SED" "AL" "Glycerate" 39350236
"160711-40" "plasmaD7" "15-02-M4" "SED_AL" "SED" "AL" "Glycerate" 38183928
"160711-41" "plasmaD35" "15-02-M7" "SED_ER" "SED" "ER" "Glycerate" 42602724
"160711-42" "plasmaD35" "15-02-M25" "EX_ER" "EX" "ER" "Glycerate" 39287932
"160711-43" "plasmaD21" "15-02-M25" "EX_ER" "EX" "ER" "Glycerate" 42759940
"160711-44" "plasmaD7" "15-02-M5" "SED_AL" "SED" "AL" "Glycerate" 35530032
"160711-45" "tumor" "15-02-M24" "EX_ER" "EX" "ER" "Glycerate" 46560344
"160711-46" "tumor" "15-02-M7" "SED_ER" "SED" "ER" "Glycerate" 38879820
"160711-47" "plasmaD35" "15-02-M8" "SED_ER" "SED" "ER" "Glycerate" 46298408
"160711-48" "tumor" "15-02-M6" "SED_AL" "SED" "AL" "Glycerate" 27146482
"160711-49" "plasmaD21" "15-02-M16" "EX_AL" "EX" "AL" "Glycerate" 36244244
"160711-50" "tumor" "15-02-M21" "EX_ER" "EX" "ER" "Glycerate" 39617576
"160711-51" "plasmaD7" "15-02-M7" "SED_ER" "SED" "ER" "Glycerate" 39994384
"160711-52" "plasmaD21" "15-02-M26" "EX_ER" "EX" "ER" "Glycerate" 39676572
"160711-53" "plasmaD7" "15-02-M27" "EX_ER" "EX" "ER" "Glycerate" 135524144
"160711-54" "plasmaD7" "15-02-M23" "EX_ER" "EX" "ER" "Glycerate" 37552752
"160711-55" "tumor" "15-02-M3" "SED_AL" "SED" "AL" "Glycerate" 40258012
"160711-56" "plasmaD35" "15-02-M4" "SED_AL" "SED" "AL" "Glycerate" 37994868
"160711-57" "plasmaD7" "15-02-M8" "SED_ER" "SED" "ER" "Glycerate" 30672302
"160711-58" "plasmaD21" "15-02-M3" "SED_AL" "SED" "AL" "Glycerate" 44100860
"160711-59" "plasmaD35" "15-02-M6" "SED_AL" "SED" "AL" "Glycerate" 43698156
"160711-62" "plasmaD7" "15-02-M18" "EX_AL" "EX" "AL" "Glycerate" 41267596
"160711-63" "plasmaD7" "15-02-M25" "EX_ER" "EX" "ER" "Glycerate" 40031692
"160711-64" "plasmaD35" "15-02-M2" "SED_AL" "SED" "AL" "Glycerate" 34949012
"160711-65" "plasmaD7" "15-02-M16" "EX_AL" "EX" "AL" "Glycerate" 48511616
"160711-66" "plasmaD35" "15-02-M16" "EX_AL" "EX" "AL" "Glycerate" 31924428
"160711-67" "plasmaD21" "15-02-M10" "SED_ER" "SED" "ER" "Glycerate" 23769674
"160711-68" "plasmaD21" "15-02-M6" "SED_AL" "SED" "AL" "Glycerate" 41966456
"160711-69" "plasmaD35" "15-02-M12" "SED_ER" "SED" "ER" "Glycerate" 30276496
"160711-70" "plasmaD35" "15-02-M18" "EX_AL" "EX" "AL" "Glycerate" 37767128
"160711-71" "plasmaD7" "15-02-M10" "SED_ER" "SED" "ER" "Glycerate" 37682704
"160711-72" "plasmaD21" "15-02-M5" "SED_AL" "SED" "AL" "Glycerate" 41618236
"160711-73" "plasmaD21" "15-02-M7" "SED_ER" "SED" "ER" "Glycerate" 48833920
"160711-74" "plasmaD21" "15-02-M21" "EX_ER" "EX" "ER" "Glycerate" 47039028
"160711-75" "plasmaD35" "15-02-M1" "SED_AL" "SED" "AL" "Glycerate" 40810144
"160711-76" "plasmaD7" "15-02-M19" "EX_AL" "EX" "AL" "Glycerate" 39569764
"160711-77" "tumor" "15-02-M11" "SED_ER" "SED" "ER" "Glycerate" 62938664
"160711-78" "plasmaD7" "15-02-M12" "SED_ER" "SED" "ER" "Glycerate" 40476348
"160711-79" "tumor" "15-02-M20" "EX_AL" "EX" "AL" "Glycerate" 57404756
"160711-80" "tumor" "15-02-M4" "SED_AL" "SED" "AL" "Glycerate" 54364040
"160711-81" "tumor" "15-02-M22" "EX_ER" "EX" "ER" "Glycerate" 65803568
"160711-82" "tumor" "15-02-M5" "SED_AL" "SED" "AL" "Glycerate" 46432720
"160711-83" "tumor" "15-02-M13" "SED_ER" "SED" "ER" "Glycerate" 1007408
"160711-84" "plasmaD21" "15-02-M15" "EX_AL" "EX" "AL" "Glycerate" 1191084
"160711-85" "plasmaD35" "15-02-M19" "EX_AL" "EX" "AL" "Glycerate" 34481668
"160711-86" "plasmaD21" "15-02-M24" "EX_ER" "EX" "ER" "Glycerate" 38811700
"160711-87" "plasmaD35" "15-02-M23" "EX_ER" "EX" "ER" "Glycerate" 31109202
"160711-88" "tumor" "15-02-M19" "EX_AL" "EX" "AL" "Glycerate" 1657907
"160711-89" "plasmaD7" "15-02-M21" "EX_ER" "EX" "ER" "Glycerate" 675542
"160711-90" "tumor" "15-02-M1" "SED_AL" "SED" "AL" "Glycerate" 684890
"160711-91" "plasmaD7" "15-02-M20" "EX_AL" "EX" "AL" "Glycerate" 1159155
"160711-92" "plasmaD35" "15-02-M13" "SED_ER" "SED" "ER" "Glycerate" 20431868
"160711-93" "plasmaD7" "15-02-M6" "SED_AL" "SED" "AL" "Glycerate" 8773443
"160711-94" "plasmaD21" "15-02-M1" "SED_AL" "SED" "AL" "Glycerate" 12000011
"160711-95" "plasmaD21" "15-02-M2" "SED_AL" "SED" "AL" "Glycerate" 4481942
"160711-96" "plasmaD21" "15-02-M23" "EX_ER" "EX" "ER" "Glycerate" 801951
"160711-10" "plasmaD35" "15-02-M22" "EX_ER" "EX" "ER" "Uracil" 2803
"160711-101" "tumor" "15-02-M18" "EX_AL" "EX" "AL" "Uracil" 6466
"160711-102" "plasmaD7" "15-02-M1" "SED_AL" "SED" "AL" "Uracil" 14034
"160711-11" "plasmaD35" "15-02-M10" "SED_ER" "SED" "ER" "Uracil" 3229
"160711-12" "plasmaD35" "15-02-M11" "SED_ER" "SED" "ER" "Uracil" 2569
"160711-13" "plasmaD35" "15-02-M20" "EX_AL" "EX" "AL" "Uracil" 2805
"160711-14" "plasmaD35" "15-02-M3" "SED_AL" "SED" "AL" "Uracil" 7885
"160711-15" "plasmaD7" "15-02-M2" "SED_AL" "SED" "AL" "Uracil" 4780
"160711-16" "plasmaD35" "15-02-M24" "EX_ER" "EX" "ER" "Uracil" 2271
"160711-17" "tumor" "15-02-M16" "EX_AL" "EX" "AL" "Uracil" 56365
"160711-18" "plasmaD7" "15-02-M26" "EX_ER" "EX" "ER" "Uracil" 17350
"160711-19" "plasmaD21" "15-02-M12" "SED_ER" "SED" "ER" "Uracil" 6778
"160711-20" "tumor" "15-02-M23" "EX_ER" "EX" "ER" "Uracil" 13698
"160711-21" "plasmaD35" "15-02-M21" "EX_ER" "EX" "ER" "Uracil" 9076
"160711-22" "plasmaD35" "15-02-M27" "EX_ER" "EX" "ER" "Uracil" 6781
"160711-23" "plasmaD21" "15-02-M18" "EX_AL" "EX" "AL" "Uracil" 21201
"160711-24" "plasmaD7" "15-02-M24" "EX_ER" "EX" "ER" "Uracil" 12016
"160711-25" "plasmaD7" "15-02-M15" "EX_AL" "EX" "AL" "Uracil" 21926
"160711-26" "tumor" "15-02-M26" "EX_ER" "EX" "ER" "Uracil" 6003
"160711-27" "plasmaD35" "15-02-M26" "EX_ER" "EX" "ER" "Uracil" 17069
"160711-28" "plasmaD35" "15-02-M5" "SED_AL" "SED" "AL" "Uracil" 19094
"160711-29" "plasmaD7" "15-02-M22" "EX_ER" "EX" "ER" "Uracil" 15858
"160711-32" "tumor" "15-02-M10" "SED_ER" "SED" "ER" "Uracil" 9570
"160711-33" "tumor" "15-02-M8" "SED_ER" "SED" "ER" "Uracil" 26714
"160711-34" "tumor" "15-02-M2" "SED_AL" "SED" "AL" "Uracil" 10690
"160711-35" "plasmaD21" "15-02-M11" "SED_ER" "SED" "ER" "Uracil" 32015
"160711-36" "tumor" "15-02-M12" "SED_ER" "SED" "ER" "Uracil" 17156
"160711-37" "plasmaD21" "15-02-M13" "SED_ER" "SED" "ER" "Uracil" 31945
"160711-38" "plasmaD35" "15-02-M15" "EX_AL" "EX" "AL" "Uracil" 47299
"160711-39" "plasmaD21" "15-02-M4" "SED_AL" "SED" "AL" "Uracil" 32706
"160711-40" "plasmaD7" "15-02-M4" "SED_AL" "SED" "AL" "Uracil" 19638
"160711-41" "plasmaD35" "15-02-M7" "SED_ER" "SED" "ER" "Uracil" 15890
"160711-42" "plasmaD35" "15-02-M25" "EX_ER" "EX" "ER" "Uracil" 11565
"160711-43" "plasmaD21" "15-02-M25" "EX_ER" "EX" "ER" "Uracil" 13952
"160711-44" "plasmaD7" "15-02-M5" "SED_AL" "SED" "AL" "Uracil" 15624
"160711-45" "tumor" "15-02-M24" "EX_ER" "EX" "ER" "Uracil" 7814
"160711-46" "tumor" "15-02-M7" "SED_ER" "SED" "ER" "Uracil" 21829
"160711-47" "plasmaD35" "15-02-M8" "SED_ER" "SED" "ER" "Uracil" 28221
"160711-48" "tumor" "15-02-M6" "SED_AL" "SED" "AL" "Uracil" 12630
"160711-49" "plasmaD21" "15-02-M16" "EX_AL" "EX" "AL" "Uracil" 24279
"160711-50" "tumor" "15-02-M21" "EX_ER" "EX" "ER" "Uracil" 18308
"160711-51" "plasmaD7" "15-02-M7" "SED_ER" "SED" "ER" "Uracil" 36011
"160711-52" "plasmaD21" "15-02-M26" "EX_ER" "EX" "ER" "Uracil" 17298
"160711-53" "plasmaD7" "15-02-M27" "EX_ER" "EX" "ER" "Uracil" 27571
"160711-54" "plasmaD7" "15-02-M23" "EX_ER" "EX" "ER" "Uracil" 24291
"160711-55" "tumor" "15-02-M3" "SED_AL" "SED" "AL" "Uracil" 24643
"160711-56" "plasmaD35" "15-02-M4" "SED_AL" "SED" "AL" "Uracil" 43962
"160711-57" "plasmaD7" "15-02-M8" "SED_ER" "SED" "ER" "Uracil" 40633
"160711-58" "plasmaD21" "15-02-M3" "SED_AL" "SED" "AL" "Uracil" 49652
"160711-59" "plasmaD35" "15-02-M6" "SED_AL" "SED" "AL" "Uracil" 23989
"160711-62" "plasmaD7" "15-02-M18" "EX_AL" "EX" "AL" "Uracil" 4676
"160711-63" "plasmaD7" "15-02-M25" "EX_ER" "EX" "ER" "Uracil" 11933
"160711-64" "plasmaD35" "15-02-M2" "SED_AL" "SED" "AL" "Uracil" 3810
"160711-65" "plasmaD7" "15-02-M16" "EX_AL" "EX" "AL" "Uracil" 14147
"160711-66" "plasmaD35" "15-02-M16" "EX_AL" "EX" "AL" "Uracil" 4539
"160711-67" "plasmaD21" "15-02-M10" "SED_ER" "SED" "ER" "Uracil" 17016
"160711-68" "plasmaD21" "15-02-M6" "SED_AL" "SED" "AL" "Uracil" 3598
"160711-69" "plasmaD35" "15-02-M12" "SED_ER" "SED" "ER" "Uracil" 7796
"160711-70" "plasmaD35" "15-02-M18" "EX_AL" "EX" "AL" "Uracil" 10518
"160711-71" "plasmaD7" "15-02-M10" "SED_ER" "SED" "ER" "Uracil" 5698
"160711-72" "plasmaD21" "15-02-M5" "SED_AL" "SED" "AL" "Uracil" 8601
"160711-73" "plasmaD21" "15-02-M7" "SED_ER" "SED" "ER" "Uracil" 5769
"160711-74" "plasmaD21" "15-02-M21" "EX_ER" "EX" "ER" "Uracil" 8335
"160711-75" "plasmaD35" "15-02-M1" "SED_AL" "SED" "AL" "Uracil" 5046
"160711-76" "plasmaD7" "15-02-M19" "EX_AL" "EX" "AL" "Uracil" 8303
"160711-77" "tumor" "15-02-M11" "SED_ER" "SED" "ER" "Uracil" 13424
"160711-78" "plasmaD7" "15-02-M12" "SED_ER" "SED" "ER" "Uracil" 30782
"160711-79" "tumor" "15-02-M20" "EX_AL" "EX" "AL" "Uracil" 11193
"160711-80" "tumor" "15-02-M4" "SED_AL" "SED" "AL" "Uracil" 27145
"160711-81" "tumor" "15-02-M22" "EX_ER" "EX" "ER" "Uracil" 11488
"160711-82" "tumor" "15-02-M5" "SED_AL" "SED" "AL" "Uracil" 8178
"160711-83" "tumor" "15-02-M13" "SED_ER" "SED" "ER" "Uracil" 25443098
"160711-84" "plasmaD21" "15-02-M15" "EX_AL" "EX" "AL" "Uracil" 52138
"160711-85" "plasmaD35" "15-02-M19" "EX_AL" "EX" "AL" "Uracil" 17771
"160711-86" "plasmaD21" "15-02-M24" "EX_ER" "EX" "ER" "Uracil" 24454
"160711-87" "plasmaD35" "15-02-M23" "EX_ER" "EX" "ER" "Uracil" 32984
"160711-88" "tumor" "15-02-M19" "EX_AL" "EX" "AL" "Uracil" 28801
"160711-89" "plasmaD7" "15-02-M21" "EX_ER" "EX" "ER" "Uracil" 37059
"160711-90" "tumor" "15-02-M1" "SED_AL" "SED" "AL" "Uracil" 35253
"160711-91" "plasmaD7" "15-02-M20" "EX_AL" "EX" "AL" "Uracil" 29465
"160711-92" "plasmaD35" "15-02-M13" "SED_ER" "SED" "ER" "Uracil" 5862
"160711-93" "plasmaD7" "15-02-M6" "SED_AL" "SED" "AL" "Uracil" 20858
"160711-94" "plasmaD21" "15-02-M1" "SED_AL" "SED" "AL" "Uracil" 18598
"160711-95" "plasmaD21" "15-02-M2" "SED_AL" "SED" "AL" "Uracil" 14204
"160711-96" "plasmaD21" "15-02-M23" "EX_ER" "EX" "ER" "Uracil" 47431
"160711-10" "plasmaD35" "15-02-M22" "EX_ER" "EX" "ER" "Proline" 44374428
"160711-101" "tumor" "15-02-M18" "EX_AL" "EX" "AL" "Proline" 62044924
"160711-102" "plasmaD7" "15-02-M1" "SED_AL" "SED" "AL" "Proline" 12847404
"160711-11" "plasmaD35" "15-02-M10" "SED_ER" "SED" "ER" "Proline" 35308292
"160711-12" "plasmaD35" "15-02-M11" "SED_ER" "SED" "ER" "Proline" 44331516
"160711-13" "plasmaD35" "15-02-M20" "EX_AL" "EX" "AL" "Proline" 35176800
"160711-14" "plasmaD35" "15-02-M3" "SED_AL" "SED" "AL" "Proline" 31101368
"160711-15" "plasmaD7" "15-02-M2" "SED_AL" "SED" "AL" "Proline" 16416862
"160711-16" "plasmaD35" "15-02-M24" "EX_ER" "EX" "ER" "Proline" 24432512
"160711-17" "tumor" "15-02-M16" "EX_AL" "EX" "AL" "Proline" 142696992
"160711-18" "plasmaD7" "15-02-M26" "EX_ER" "EX" "ER" "Proline" 49462708
"160711-19" "plasmaD21" "15-02-M12" "SED_ER" "SED" "ER" "Proline" 58486876
"160711-20" "tumor" "15-02-M23" "EX_ER" "EX" "ER" "Proline" 153547920
"160711-21" "plasmaD35" "15-02-M21" "EX_ER" "EX" "ER" "Proline" 54302532
"160711-22" "plasmaD35" "15-02-M27" "EX_ER" "EX" "ER" "Proline" 40265632
"160711-23" "plasmaD21" "15-02-M18" "EX_AL" "EX" "AL" "Proline" 30120862
"160711-24" "plasmaD7" "15-02-M24" "EX_ER" "EX" "ER" "Proline" 19044314
"160711-25" "plasmaD7" "15-02-M15" "EX_AL" "EX" "AL" "Proline" 59277340
"160711-26" "tumor" "15-02-M26" "EX_ER" "EX" "ER" "Proline" 236598512
"160711-27" "plasmaD35" "15-02-M26" "EX_ER" "EX" "ER" "Proline" 95340808
"160711-28" "plasmaD35" "15-02-M5" "SED_AL" "SED" "AL" "Proline" 41424572
"160711-29" "plasmaD7" "15-02-M22" "EX_ER" "EX" "ER" "Proline" 9241296
"160711-32" "tumor" "15-02-M10" "SED_ER" "SED" "ER" "Proline" 191185808
"160711-33" "tumor" "15-02-M8" "SED_ER" "SED" "ER" "Proline" 209444416
"160711-34" "tumor" "15-02-M2" "SED_AL" "SED" "AL" "Proline" 159563488
"160711-35" "plasmaD21" "15-02-M11" "SED_ER" "SED" "ER" "Proline" 32280792
"160711-36" "tumor" "15-02-M12" "SED_ER" "SED" "ER" "Proline" 116970472
"160711-37" "plasmaD21" "15-02-M13" "SED_ER" "SED" "ER" "Proline" 21862308
"160711-38" "plasmaD35" "15-02-M15" "EX_AL" "EX" "AL" "Proline" 38739640
"160711-39" "plasmaD21" "15-02-M4" "SED_AL" "SED" "AL" "Proline" 45739832
"160711-40" "plasmaD7" "15-02-M4" "SED_AL" "SED" "AL" "Proline" 33034794
"160711-41" "plasmaD35" "15-02-M7" "SED_ER" "SED" "ER" "Proline" 36571960
"160711-42" "plasmaD35" "15-02-M25" "EX_ER" "EX" "ER" "Proline" 68869408
"160711-43" "plasmaD21" "15-02-M25" "EX_ER" "EX" "ER" "Proline" 27946122
"160711-44" "plasmaD7" "15-02-M5" "SED_AL" "SED" "AL" "Proline" 36092772
"160711-45" "tumor" "15-02-M24" "EX_ER" "EX" "ER" "Proline" 175675696
"160711-46" "tumor" "15-02-M7" "SED_ER" "SED" "ER" "Proline" 179111360
"160711-47" "plasmaD35" "15-02-M8" "SED_ER" "SED" "ER" "Proline" 43592964
"160711-48" "tumor" "15-02-M6" "SED_AL" "SED" "AL" "Proline" 145306848
"160711-49" "plasmaD21" "15-02-M16" "EX_AL" "EX" "AL" "Proline" 47879640
"160711-50" "tumor" "15-02-M21" "EX_ER" "EX" "ER" "Proline" 164562064
"160711-51" "plasmaD7" "15-02-M7" "SED_ER" "SED" "ER" "Proline" 32887482
"160711-52" "plasmaD21" "15-02-M26" "EX_ER" "EX" "ER" "Proline" 29199152
"160711-53" "plasmaD7" "15-02-M27" "EX_ER" "EX" "ER" "Proline" 41871232
"160711-54" "plasmaD7" "15-02-M23" "EX_ER" "EX" "ER" "Proline" 32409232
"160711-55" "tumor" "15-02-M3" "SED_AL" "SED" "AL" "Proline" 200013504
"160711-56" "plasmaD35" "15-02-M4" "SED_AL" "SED" "AL" "Proline" 37468576
"160711-57" "plasmaD7" "15-02-M8" "SED_ER" "SED" "ER" "Proline" 15756806
"160711-58" "plasmaD21" "15-02-M3" "SED_AL" "SED" "AL" "Proline" 42441748
"160711-59" "plasmaD35" "15-02-M6" "SED_AL" "SED" "AL" "Proline" 29216110
"160711-62" "plasmaD7" "15-02-M18" "EX_AL" "EX" "AL" "Proline" 32668700
"160711-63" "plasmaD7" "15-02-M25" "EX_ER" "EX" "ER" "Proline" 30489300
"160711-64" "plasmaD35" "15-02-M2" "SED_AL" "SED" "AL" "Proline" 32862616
"160711-65" "plasmaD7" "15-02-M16" "EX_AL" "EX" "AL" "Proline" 41432492
"160711-66" "plasmaD35" "15-02-M16" "EX_AL" "EX" "AL" "Proline" 40982896
"160711-67" "plasmaD21" "15-02-M10" "SED_ER" "SED" "ER" "Proline" 16205915
"160711-68" "plasmaD21" "15-02-M6" "SED_AL" "SED" "AL" "Proline" 55738956
"160711-69" "plasmaD35" "15-02-M12" "SED_ER" "SED" "ER" "Proline" 30670584
"160711-70" "plasmaD35" "15-02-M18" "EX_AL" "EX" "AL" "Proline" 35849364
"160711-71" "plasmaD7" "15-02-M10" "SED_ER" "SED" "ER" "Proline" 42628060
"160711-72" "plasmaD21" "15-02-M5" "SED_AL" "SED" "AL" "Proline" 33291474
"160711-73" "plasmaD21" "15-02-M7" "SED_ER" "SED" "ER" "Proline" 34788688
"160711-74" "plasmaD21" "15-02-M21" "EX_ER" "EX" "ER" "Proline" 31474546
"160711-75" "plasmaD35" "15-02-M1" "SED_AL" "SED" "AL" "Proline" 45555532
"160711-76" "plasmaD7" "15-02-M19" "EX_AL" "EX" "AL" "Proline" 30258838
"160711-77" "tumor" "15-02-M11" "SED_ER" "SED" "ER" "Proline" 199426368
"160711-78" "plasmaD7" "15-02-M12" "SED_ER" "SED" "ER" "Proline" 31412978
"160711-79" "tumor" "15-02-M20" "EX_AL" "EX" "AL" "Proline" 218036720
"160711-80" "tumor" "15-02-M4" "SED_AL" "SED" "AL" "Proline" 125767976
"160711-81" "tumor" "15-02-M22" "EX_ER" "EX" "ER" "Proline" 189629504
"160711-82" "tumor" "15-02-M5" "SED_AL" "SED" "AL" "Proline" 142203200
"160711-83" "tumor" "15-02-M13" "SED_ER" "SED" "ER" "Proline" 71899768
"160711-84" "plasmaD21" "15-02-M15" "EX_AL" "EX" "AL" "Proline" 16477305
"160711-85" "plasmaD35" "15-02-M19" "EX_AL" "EX" "AL" "Proline" 38340076
"160711-86" "plasmaD21" "15-02-M24" "EX_ER" "EX" "ER" "Proline" 22802142
"160711-87" "plasmaD35" "15-02-M23" "EX_ER" "EX" "ER" "Proline" 66674416
"160711-88" "tumor" "15-02-M19" "EX_AL" "EX" "AL" "Proline" 606324
"160711-89" "plasmaD7" "15-02-M21" "EX_ER" "EX" "ER" "Proline" 1281595
"160711-90" "tumor" "15-02-M1" "SED_AL" "SED" "AL" "Proline" 103172
"160711-91" "plasmaD7" "15-02-M20" "EX_AL" "EX" "AL" "Proline" 262264
"160711-92" "plasmaD35" "15-02-M13" "SED_ER" "SED" "ER" "Proline" 61002844
"160711-93" "plasmaD7" "15-02-M6" "SED_AL" "SED" "AL" "Proline" 9543359
"160711-94" "plasmaD21" "15-02-M1" "SED_AL" "SED" "AL" "Proline" 8918566
"160711-95" "plasmaD21" "15-02-M2" "SED_AL" "SED" "AL" "Proline" 2927672
"160711-96" "plasmaD21" "15-02-M23" "EX_ER" "EX" "ER" "Proline" 294358
"160711-10" "plasmaD35" "15-02-M22" "EX_ER" "EX" "ER" "Maleic.acid" 3183850
"160711-101" "tumor" "15-02-M18" "EX_AL" "EX" "AL" "Maleic.acid" 172616080
"160711-102" "plasmaD7" "15-02-M1" "SED_AL" "SED" "AL" "Maleic.acid" 22067146
"160711-11" "plasmaD35" "15-02-M10" "SED_ER" "SED" "ER" "Maleic.acid" 1601817
"160711-12" "plasmaD35" "15-02-M11" "SED_ER" "SED" "ER" "Maleic.acid" 868653
"160711-13" "plasmaD35" "15-02-M20" "EX_AL" "EX" "AL" "Maleic.acid" 2578449
"160711-14" "plasmaD35" "15-02-M3" "SED_AL" "SED" "AL" "Maleic.acid" 6914617
"160711-15" "plasmaD7" "15-02-M2" "SED_AL" "SED" "AL" "Maleic.acid" 1677389
"160711-16" "plasmaD35" "15-02-M24" "EX_ER" "EX" "ER" "Maleic.acid" 71257568
"160711-17" "tumor" "15-02-M16" "EX_AL" "EX" "AL" "Maleic.acid" 1222602880
"160711-18" "plasmaD7" "15-02-M26" "EX_ER" "EX" "ER" "Maleic.acid" 168181472
"160711-19" "plasmaD21" "15-02-M12" "SED_ER" "SED" "ER" "Maleic.acid" 135571904
"160711-20" "tumor" "15-02-M23" "EX_ER" "EX" "ER" "Maleic.acid" 492208160
"160711-21" "plasmaD35" "15-02-M21" "EX_ER" "EX" "ER" "Maleic.acid" 45439192
"160711-22" "plasmaD35" "15-02-M27" "EX_ER" "EX" "ER" "Maleic.acid" 160004864
"160711-23" "plasmaD21" "15-02-M18" "EX_AL" "EX" "AL" "Maleic.acid" 25589024
"160711-24" "plasmaD7" "15-02-M24" "EX_ER" "EX" "ER" "Maleic.acid" 85870368
"160711-25" "plasmaD7" "15-02-M15" "EX_AL" "EX" "AL" "Maleic.acid" 58125208
"160711-26" "tumor" "15-02-M26" "EX_ER" "EX" "ER" "Maleic.acid" 1155641472
