"id" "Label" "mouseID" "treatmentID" "Exercise" "Weight" "metabolite" "area"
"160711-56" "plasmaD35" "15-02-M4" "SED_AL" "SED" "AL" "Alanine.Sacrosine" 40536792
"160711-57" "plasmaD7" "15-02-M8" "SED_ER" "SED" "ER" "Alanine.Sacrosine" 10564246
"160711-58" "plasmaD21" "15-02-M3" "SED_AL" "SED" "AL" "Alanine.Sacrosine" 38758608
"160711-59" "plasmaD35" "15-02-M6" "SED_AL" "SED" "AL" "Alanine.Sacrosine" 39418644
"160711-62" "plasmaD7" "15-02-M18" "EX_AL" "EX" "AL" "Alanine.Sacrosine" 23695216
"160711-63" "plasmaD7" "15-02-M25" "EX_ER" "EX" "ER" "Alanine.Sacrosine" 18710232
"160711-64" "plasmaD35" "15-02-M2" "SED_AL" "SED" "AL" "Alanine.Sacrosine" 28524776
"160711-65" "plasmaD7" "15-02-M16" "EX_AL" "EX" "AL" "Alanine.Sacrosine" 19649978
"160711-66" "plasmaD35" "15-02-M16" "EX_AL" "EX" "AL" "Alanine.Sacrosine" 37600988
"160711-67" "plasmaD21" "15-02-M10" "SED_ER" "SED" "ER" "Alanine.Sacrosine" 14907344
"160711-68" "plasmaD21" "15-02-M6" "SED_AL" "SED" "AL" "Alanine.Sacrosine" 54058036
"160711-69" "plasmaD35" "15-02-M12" "SED_ER" "SED" "ER" "Alanine.Sacrosine" 31981426
"160711-70" "plasmaD35" "15-02-M18" "EX_AL" "EX" "AL" "Alanine.Sacrosine" 36788580
"160711-71" "plasmaD7" "15-02-M10" "SED_ER" "SED" "ER" "Alanine.Sacrosine" 23752768
"160711-72" "plasmaD21" "15-02-M5" "SED_AL" "SED" "AL" "Alanine.Sacrosine" 22863494
"160711-73" "plasmaD21" "15-02-M7" "SED_ER" "SED" "ER" "Alanine.Sacrosine" 21514692
"160711-74" "plasmaD21" "15-02-M21" "EX_ER" "EX" "ER" "Alanine.Sacrosine" 18693382
"160711-75" "plasmaD35" "15-02-M1" "SED_AL" "SED" "AL" "Alanine.Sacrosine" 49060408
"160711-76" "plasmaD7" "15-02-M19" "EX_AL" "EX" "AL" "Alanine.Sacrosine" 16031250
"160711-77" "tumor" "15-02-M11" "SED_ER" "SED" "ER" "Alanine.Sacrosine" 100279360
"160711-78" "plasmaD7" "15-02-M12" "SED_ER" "SED" "ER" "Alanine.Sacrosine" 16779582
"160711-79" "tumor" "15-02-M20" "EX_AL" "EX" "AL" "Alanine.Sacrosine" 45605288
"160711-80" "tumor" "15-02-M4" "SED_AL" "SED" "AL" "Alanine.Sacrosine" 49853068
"160711-81" "tumor" "15-02-M22" "EX_ER" "EX" "ER" "Alanine.Sacrosine" 118498864
"160711-82" "tumor" "15-02-M5" "SED_AL" "SED" "AL" "Alanine.Sacrosine" 85958240
"160711-83" "tumor" "15-02-M13" "SED_ER" "SED" "ER" "Alanine.Sacrosine" 50334404
"160711-84" "plasmaD21" "15-02-M15" "EX_AL" "EX" "AL" "Alanine.Sacrosine" 14342251
"160711-85" "plasmaD35" "15-02-M19" "EX_AL" "EX" "AL" "Alanine.Sacrosine" 36767524
"160711-86" "plasmaD21" "15-02-M24" "EX_ER" "EX" "ER" "Alanine.Sacrosine" 11768561
"160711-87" "plasmaD35" "15-02-M23" "EX_ER" "EX" "ER" "Alanine.Sacrosine" 41782528
"160711-88" "tumor" "15-02-M19" "EX_AL" "EX" "AL" "Alanine.Sacrosine" 488973
"160711-89" "plasmaD7" "15-02-M21" "EX_ER" "EX" "ER" "Alanine.Sacrosine" 1280361
"160711-90" "tumor" "15-02-M1" "SED_AL" "SED" "AL" "Alanine.Sacrosine" 40669
"160711-91" "plasmaD7" "15-02-M20" "EX_AL" "EX" "AL" "Alanine.Sacrosine" 90167
"160711-92" "plasmaD35" "15-02-M13" "SED_ER" "SED" "ER" "Alanine.Sacrosine" 14531362
"160711-93" "plasmaD7" "15-02-M6" "SED_AL" "SED" "AL" "Alanine.Sacrosine" 5015860
"160711-94" "plasmaD21" "15-02-M1" "SED_AL" "SED" "AL" "Alanine.Sacrosine" 5300962
"160711-95" "plasmaD21" "15-02-M2" "SED_AL" "SED" "AL" "Alanine.Sacrosine" 1923934
"160711-96" "plasmaD21" "15-02-M23" "EX_ER" "EX" "ER" "Alanine.Sacrosine" 192903
"160711-10" "plasmaD35" "15-02-M22" "EX_ER" "EX" "ER" "Lactate" 12073554944
"160711-101" "tumor" "15-02-M18" "EX_AL" "EX" "AL" "Lactate" 5184356864
"160711-102" "plasmaD7" "15-02-M1" "SED_AL" "SED" "AL" "Lactate" 4327316480
"160711-11" "plasmaD35" "15-02-M10" "SED_ER" "SED" "ER" "Lactate" 6578067968
"160711-12" "plasmaD35" "15-02-M11" "SED_ER" "SED" "ER" "Lactate" 8593088512
"160711-13" "plasmaD35" "15-02-M20" "EX_AL" "EX" "AL" "Lactate" 10011902976
"160711-14" "plasmaD35" "15-02-M3" "SED_AL" "SED" "AL" "Lactate" 6372692480
"160711-15" "plasmaD7" "15-02-M2" "SED_AL" "SED" "AL" "Lactate" 5678807040
"160711-16" "plasmaD35" "15-02-M24" "EX_ER" "EX" "ER" "Lactate" 9176437760
"160711-17" "tumor" "15-02-M16" "EX_AL" "EX" "AL" "Lactate" 11210315776
"160711-18" "plasmaD7" "15-02-M26" "EX_ER" "EX" "ER" "Lactate" 9000743936
"160711-19" "plasmaD21" "15-02-M12" "SED_ER" "SED" "ER" "Lactate" 8542025216
"160711-20" "tumor" "15-02-M23" "EX_ER" "EX" "ER" "Lactate" 10479264768
"160711-21" "plasmaD35" "15-02-M21" "EX_ER" "EX" "ER" "Lactate" 9429581824
"160711-22" "plasmaD35" "15-02-M27" "EX_ER" "EX" "ER" "Lactate" 10773572608
"160711-23" "plasmaD21" "15-02-M18" "EX_AL" "EX" "AL" "Lactate" 4170826752
"160711-24" "plasmaD7" "15-02-M24" "EX_ER" "EX" "ER" "Lactate" 7255418880
"160711-25" "plasmaD7" "15-02-M15" "EX_AL" "EX" "AL" "Lactate" 8306063872
"160711-26" "tumor" "15-02-M26" "EX_ER" "EX" "ER" "Lactate" 13158148096
"160711-27" "plasmaD35" "15-02-M26" "EX_ER" "EX" "ER" "Lactate" 7908308992
"160711-28" "plasmaD35" "15-02-M5" "SED_AL" "SED" "AL" "Lactate" 5101601280
"160711-29" "plasmaD7" "15-02-M22" "EX_ER" "EX" "ER" "Lactate" 4040706304
"160711-32" "tumor" "15-02-M10" "SED_ER" "SED" "ER" "Lactate" 15402380288
"160711-33" "tumor" "15-02-M8" "SED_ER" "SED" "ER" "Lactate" 11561886720
"160711-34" "tumor" "15-02-M2" "SED_AL" "SED" "AL" "Lactate" 12080209920
"160711-35" "plasmaD21" "15-02-M11" "SED_ER" "SED" "ER" "Lactate" 5020591104
"160711-36" "tumor" "15-02-M12" "SED_ER" "SED" "ER" "Lactate" 11159662592
"160711-37" "plasmaD21" "15-02-M13" "SED_ER" "SED" "ER" "Lactate" 4709509120
"160711-38" "plasmaD35" "15-02-M15" "EX_AL" "EX" "AL" "Lactate" 8423488000
"160711-39" "plasmaD21" "15-02-M4" "SED_AL" "SED" "AL" "Lactate" 8166601216
"160711-40" "plasmaD7" "15-02-M4" "SED_AL" "SED" "AL" "Lactate" 9129036800
"160711-41" "plasmaD35" "15-02-M7" "SED_ER" "SED" "ER" "Lactate" 6025341952
"160711-42" "plasmaD35" "15-02-M25" "EX_ER" "EX" "ER" "Lactate" 7194685952
"160711-43" "plasmaD21" "15-02-M25" "EX_ER" "EX" "ER" "Lactate" 4303791616
"160711-44" "plasmaD7" "15-02-M5" "SED_AL" "SED" "AL" "Lactate" 7695569920
"160711-45" "tumor" "15-02-M24" "EX_ER" "EX" "ER" "Lactate" 11870043136
"160711-46" "tumor" "15-02-M7" "SED_ER" "SED" "ER" "Lactate" 11910852608
"160711-47" "plasmaD35" "15-02-M8" "SED_ER" "SED" "ER" "Lactate" 6176899584
"160711-48" "tumor" "15-02-M6" "SED_AL" "SED" "AL" "Lactate" 13885468672
"160711-49" "plasmaD21" "15-02-M16" "EX_AL" "EX" "AL" "Lactate" 4123535104
"160711-50" "tumor" "15-02-M21" "EX_ER" "EX" "ER" "Lactate" 11764343808
"160711-51" "plasmaD7" "15-02-M7" "SED_ER" "SED" "ER" "Lactate" 7982694912
"160711-52" "plasmaD21" "15-02-M26" "EX_ER" "EX" "ER" "Lactate" 4320258560
"160711-53" "plasmaD7" "15-02-M27" "EX_ER" "EX" "ER" "Lactate" 9489614848
"160711-54" "plasmaD7" "15-02-M23" "EX_ER" "EX" "ER" "Lactate" 4322505728
"160711-55" "tumor" "15-02-M3" "SED_AL" "SED" "AL" "Lactate" 12496131072
"160711-56" "plasmaD35" "15-02-M4" "SED_AL" "SED" "AL" "Lactate" 5888376832
"160711-57" "plasmaD7" "15-02-M8" "SED_ER" "SED" "ER" "Lactate" 5270261248
"160711-58" "plasmaD21" "15-02-M3" "SED_AL" "SED" "AL" "Lactate" 4634356736
"160711-59" "plasmaD35" "15-02-M6" "SED_AL" "SED" "AL" "Lactate" 4495461376
"160711-62" "plasmaD7" "15-02-M18" "EX_AL" "EX" "AL" "Lactate" 8886835200
"160711-63" "plasmaD7" "15-02-M25" "EX_ER" "EX" "ER" "Lactate" 5457571840
"160711-64" "plasmaD35" "15-02-M2" "SED_AL" "SED" "AL" "Lactate" 6071800832
"160711-65" "plasmaD7" "15-02-M16" "EX_AL" "EX" "AL" "Lactate" 5401569792
"160711-66" "plasmaD35" "15-02-M16" "EX_AL" "EX" "AL" "Lactate" 6708354560
"160711-67" "plasmaD21" "15-02-M10" "SED_ER" "SED" "ER" "Lactate" 7362744320
"160711-68" "plasmaD21" "15-02-M6" "SED_AL" "SED" "AL" "Lactate" 8483347968
"160711-69" "plasmaD35" "15-02-M12" "SED_ER" "SED" "ER" "Lactate" 6595724800
"160711-70" "plasmaD35" "15-02-M18" "EX_AL" "EX" "AL" "Lactate" 6840328704
"160711-71" "plasmaD7" "15-02-M10" "SED_ER" "SED" "ER" "Lactate" 7595751424
"160711-72" "plasmaD21" "15-02-M5" "SED_AL" "SED" "AL" "Lactate" 5998308864
"160711-73" "plasmaD21" "15-02-M7" "SED_ER" "SED" "ER" "Lactate" 4098537216
"160711-74" "plasmaD21" "15-02-M21" "EX_ER" "EX" "ER" "Lactate" 7173670912
"160711-75" "plasmaD35" "15-02-M1" "SED_AL" "SED" "AL" "Lactate" 5352268288
"160711-76" "plasmaD7" "15-02-M19" "EX_AL" "EX" "AL" "Lactate" 5092276224
"160711-77" "tumor" "15-02-M11" "SED_ER" "SED" "ER" "Lactate" 12866377728
"160711-78" "plasmaD7" "15-02-M12" "SED_ER" "SED" "ER" "Lactate" 6403425792
"160711-79" "tumor" "15-02-M20" "EX_AL" "EX" "AL" "Lactate" 14455636992
"160711-80" "tumor" "15-02-M4" "SED_AL" "SED" "AL" "Lactate" 9071789056
"160711-81" "tumor" "15-02-M22" "EX_ER" "EX" "ER" "Lactate" 12274703360
"160711-82" "tumor" "15-02-M5" "SED_AL" "SED" "AL" "Lactate" 12010233856
"160711-83" "tumor" "15-02-M13" "SED_ER" "SED" "ER" "Lactate" 6738980864
"160711-84" "plasmaD21" "15-02-M15" "EX_AL" "EX" "AL" "Lactate" 3598688512
"160711-85" "plasmaD35" "15-02-M19" "EX_AL" "EX" "AL" "Lactate" 6444453376
"160711-86" "plasmaD21" "15-02-M24" "EX_ER" "EX" "ER" "Lactate" 3801950976
"160711-87" "plasmaD35" "15-02-M23" "EX_ER" "EX" "ER" "Lactate" 9331492864
"160711-88" "tumor" "15-02-M19" "EX_AL" "EX" "AL" "Lactate" 282529344
"160711-89" "plasmaD7" "15-02-M21" "EX_ER" "EX" "ER" "Lactate" 495195072
"160711-90" "tumor" "15-02-M1" "SED_AL" "SED" "AL" "Lactate" 116577184
"160711-91" "plasmaD7" "15-02-M20" "EX_AL" "EX" "AL" "Lactate" 154196544
"160711-92" "plasmaD35" "15-02-M13" "SED_ER" "SED" "ER" "Lactate" 7059002880
"160711-93" "plasmaD7" "15-02-M6" "SED_AL" "SED" "AL" "Lactate" 4415304704
"160711-94" "plasmaD21" "15-02-M1" "SED_AL" "SED" "AL" "Lactate" 3430380032
"160711-95" "plasmaD21" "15-02-M2" "SED_AL" "SED" "AL" "Lactate" 2039250944
"160711-96" "plasmaD21" "15-02-M23" "EX_ER" "EX" "ER" "Lactate" 222530272
"160711-10" "plasmaD35" "15-02-M22" "EX_ER" "EX" "ER" "X2.Oxobutanoate" 10646081
"160711-101" "tumor" "15-02-M18" "EX_AL" "EX" "AL" "X2.Oxobutanoate" 5753875
"160711-102" "plasmaD7" "15-02-M1" "SED_AL" "SED" "AL" "X2.Oxobutanoate" 2993062
"160711-11" "plasmaD35" "15-02-M10" "SED_ER" "SED" "ER" "X2.Oxobutanoate" 5618612
"160711-12" "plasmaD35" "15-02-M11" "SED_ER" "SED" "ER" "X2.Oxobutanoate" 15683455
"160711-13" "plasmaD35" "15-02-M20" "EX_AL" "EX" "AL" "X2.Oxobutanoate" 10057061
"160711-14" "plasmaD35" "15-02-M3" "SED_AL" "SED" "AL" "X2.Oxobutanoate" 5690186
"160711-15" "plasmaD7" "15-02-M2" "SED_AL" "SED" "AL" "X2.Oxobutanoate" 7247861
"160711-16" "plasmaD35" "15-02-M24" "EX_ER" "EX" "ER" "X2.Oxobutanoate" 16039393
"160711-17" "tumor" "15-02-M16" "EX_AL" "EX" "AL" "X2.Oxobutanoate" 2497023
"160711-18" "plasmaD7" "15-02-M26" "EX_ER" "EX" "ER" "X2.Oxobutanoate" 17769988
"160711-19" "plasmaD21" "15-02-M12" "SED_ER" "SED" "ER" "X2.Oxobutanoate" 5437295
"160711-20" "tumor" "15-02-M23" "EX_ER" "EX" "ER" "X2.Oxobutanoate" 7317731
"160711-21" "plasmaD35" "15-02-M21" "EX_ER" "EX" "ER" "X2.Oxobutanoate" 4146718
"160711-22" "plasmaD35" "15-02-M27" "EX_ER" "EX" "ER" "X2.Oxobutanoate" 4846658
"160711-23" "plasmaD21" "15-02-M18" "EX_AL" "EX" "AL" "X2.Oxobutanoate" 4996556
"160711-24" "plasmaD7" "15-02-M24" "EX_ER" "EX" "ER" "X2.Oxobutanoate" 6762784
"160711-25" "plasmaD7" "15-02-M15" "EX_AL" "EX" "AL" "X2.Oxobutanoate" 14010515
