"","LIPNEG16JULY_03-D21_M26","LIPNEG16JULY_09-D21_M3","LIPNEG16JULY_16-D21_M10","LIPNEG16JULY_17-D21_M6","LIPNEG16JULY_21-D21_M5","LIPNEG16JULY_22-D21_M7","LIPNEG16JULY_23-D21_M21","LIPNEG16JULY_33-D21_M15","LIPNEG16JULY_35-D21_M24","LIPNEG16JULY_43-D21_M1","LIPNEG16JULY_44-D21_M2","LIPNEG16JULY_45-D21_M23","LIPNEG16JULY_47-D21_M8","LIPNEG16JULY_49-D21_M19","LIPNEG16JULY_50-D21_M22","LIPNEG16JULY_52-D21_M27","LIPNEG16JULY_54-D21_M20","LIPNEG16JULY_64-D21_M12","LIPNEG16JULY_68-D21_M18","LIPNEG16JULY_78-D21_M11","LIPNEG16JULY_80-D21_M13","LIPNEG16JULY_83-D21_M4","LIPNEG16JULY_87-D21_M25","LIPNEG16JULY_93-D21_M16","LIPNEG16JULY_07-D35_M4","LIPNEG16JULY_10-D35_M6","LIPNEG16JULY_13-D35_M2","LIPNEG16JULY_15-D35_M16","LIPNEG16JULY_18-D35_M12","LIPNEG16JULY_19-D35_M18","LIPNEG16JULY_24-D35_M1","LIPNEG16JULY_34-D35_M19","LIPNEG16JULY_36-D35_M23","LIPNEG16JULY_41-D35_M13","LIPNEG16JULY_55-D35_M22","LIPNEG16JULY_56-D35_M10","LIPNEG16JULY_57-D35_M11","LIPNEG16JULY_58-D35_M20","LIPNEG16JULY_59-D35_M3","LIPNEG16JULY_61-D35_M24","LIPNEG16JULY_66-D35_M21","LIPNEG16JULY_67-D35_M27","LIPNEG16JULY_72-D35_M26","LIPNEG16JULY_73-D35_M5","LIPNEG16JULY_82-D35_M15","LIPNEG16JULY_85-D35_M7","LIPNEG16JULY_86-D35_M25","LIPNEG16JULY_91-D35_M8","LIPNEG16JULY_02-D7_M7","LIPNEG16JULY_04-D7_M27","LIPNEG16JULY_05-D7_M23","LIPNEG16JULY_08-D7_M8","LIPNEG16JULY_11-D7_M18","LIPNEG16JULY_12-D7_M25","LIPNEG16JULY_14-D7_M16","LIPNEG16JULY_20-D7_M10","LIPNEG16JULY_25-D7_M19","LIPNEG16JULY_27-D7_M12","LIPNEG16JULY_38-D7_M21","LIPNEG16JULY_40-D7_M20","LIPNEG16JULY_42-D7_M6","LIPNEG16JULY_46-D7_M13","LIPNEG16JULY_51-D7_M11","LIPNEG16JULY_53-D7_M3","LIPNEG16JULY_60-D7_M2","LIPNEG16JULY_63-D7_M26","LIPNEG16JULY_69-D7_M24","LIPNEG16JULY_70-D7_M15","LIPNEG16JULY_74-D7_M22","LIPNEG16JULY_81-M1_D7","LIPNEG16JULY_84-D7_M4","LIPNEG16JULY_88-D7_M5","LIPNEG16JULY_01-M21","LIPNEG16JULY_06-M3","LIPNEG16JULY_26-M11","LIPNEG16JULY_28-M20","LIPNEG16JULY_29-M4","LIPNEG16JULY_30-M22","LIPNEG16JULY_31-M5","LIPNEG16JULY_32-M13","LIPNEG16JULY_37-M19","LIPNEG16JULY_39-M1","LIPNEG16JULY_48-M27","LIPNEG16JULY_62-M16","LIPNEG16JULY_65-M23","LIPNEG16JULY_71-M26","LIPNEG16JULY_75-M10","LIPNEG16JULY_76-M8","LIPNEG16JULY_77-M2","LIPNEG16JULY_79-M12","LIPNEG16JULY_89-M24","LIPNEG16JULY_90-M7","LIPNEG16JULY_92-M6","LIPNEG16JULY_94-M18"
"w/o MS2:LNAPS 21:1; LNAPS 2:0/n-19:1; [M-H]-"," 1.4771668"," 1.5328559"," 0.7303942"," 1.5183267"," 1.1498030"," 0.9765372"," 0.7103358"," 0.9603941"," 1.1891384"," 1.6042584"," 1.4287543"," 1.1128804"," 1.2650378"," 1.0060269"," 0.7627017"," 0.6091273"," 1.3968473"," 0.6091273"," 0.8439445"," 0.7354565"," 1.7960481"," 1.0673872"," 0.9123733"," 0.5673437"," 1.2072917"," 1.3968473"," 1.1399111"," 1.0574167"," 0.9903699"," 0.8952768"," 0.7974763"," 0.8073023"," 0.7254062"," 1.2230906"," 0.5300246"," 0.8592361"," 0.5632569"," 0.6765783"," 0.9344112"," 0.5441590"," 0.9859388"," 0.4978504"," 0.3792815"," 0.7733554"," 0.6046078"," 0.9017132"," 0.7303942"," 0.6797459"," 1.7035510"," 1.3063935"," 1.5620385"," 1.0366701"," 1.2873687"," 1.2122809"," 1.1204865"," 1.1955524"," 0.7733554"," 0.8176477"," 0.6765783"," 1.3009103"," 1.0522008"," 0.7921385"," 0.7303942"," 0.7921385"," 1.1023814"," 0.6378279"," 0.7537423"," 1.0102516"," 0.9720504"," 0.6222790"," 1.4152014"," 0.6942055","-1.9240381","-2.5617963","-3.0763954","-4.4307862","-2.5546034","-2.7820738","-3.6638126","-3.9887112","-4.6973144","-3.6978086","-4.1802668","-3.9365994","-3.1586966","-3.2429850","-2.3912994","-2.7882116","-2.8159812","-3.9255860","-2.9135700","-3.4781152","-2.8530644","-1.3691384"
"w/o MS2:LNAPS 25:6; LNAPS 3:0/n-22:6; [M-H]-"," 0.74358836"," 0.37167060"," 0.69721030"," 1.53084359"," 0.02945952"," 1.02058909"," 0.86709997"," 0.14181044"," 1.29651690"," 0.66989784"," 0.24231723"," 0.60623050"," 0.33600484"," 0.88362412"," 0.68770526"," 0.72163415"," 1.33967931"," 0.18523473"," 0.27463302"," 0.81282552"," 2.24699751"," 1.15506551"," 0.78961065"," 0.79803854"," 1.02768421"," 0.82138846"," 0.18006375"," 1.39994888"," 0.81282552"," 0.89073986"," 0.36409825"," 0.65424910"," 0.77163674"," 1.11627233"," 0.75777485"," 1.00202866","-0.44494926"," 0.02323218"," 0.03458164"," 0.57660632"," 1.19210220"," 0.94120359"," 0.47844873"," 0.85133950","-0.46275585"," 1.19210220"," 0.80567312"," 0.56049798","-0.03543052"," 0.37891714"," 1.30505138"," 0.68144953"," 0.97525053"," 0.85133950"," 0.77874549"," 0.24231723"," 1.20260397"," 0.25447649"," 0.79803854"," 1.36004153","-0.12350496","-0.05966938"," 0.68144953","-0.08268392"," 1.01525725"," 0.62311904"," 0.65424910"," 0.95883452"," 1.57724578"," 0.80567312"," 1.80589845"," 0.57660632","-2.61672023","-2.31346514","-2.02668162","-4.18751278","-1.99926373","-1.27771763","-1.89922536","-1.91900792","-1.99926373","-1.75392366","-2.32661395","-3.08628551","-2.66821941","-2.13029348","-1.85916997","-1.65921524","-1.91900792","-3.02609362","-2.83348573","-2.01197701","-2.01973451","-3.68747789"
"w/o MS2:LNAPS 29:1; LNAPS 3:0/n-26:1; [M-H]-"," 0.29057429","-2.21848338","-0.89542402"," 1.54707624"," 1.71983985"," 1.23694045"," 1.27234037","-2.19519917","-3.40441272"," 0.65721885","-0.27499613","-0.20207251","-1.73269279","-1.75691838","-0.03149793","-1.26148350","-1.28518202","-1.38143430"," 0.33380498"," 0.33844096"," 0.01877435"," 0.11435119"," 0.29057429","-0.19721566","-0.05648875","-0.24065852","-0.90779540"," 1.51912031","-0.70410997","-0.43000566","-0.03588098","-1.42117004","-2.37503929","-0.89041819"," 0.47820090","-0.94627976","-1.03236525","-1.89473227"," 1.32443006","-0.47241596"," 0.72342858","-1.04733443","-0.28115240"," 1.91476041","-3.00573397","-1.31986742"," 0.16655301"," 1.09255879","-1.14696990","-2.93688790","-0.75464443","-0.34220529","-0.58379294","-2.24554506","-1.03982328"," 0.57848922","-1.24664173"," 1.04615737"," 1.11278134","-0.35786151"," 0.97075920","-0.17955785","-1.46291382"," 1.62229940","-1.55501954","-0.55133620"," 0.41723531"," 0.85326040"," 0.49088465","-2.38987226"," 1.44875675","-0.43000566","-1.76825007"," 1.18629916"," 2.11715176"," 1.94108329"," 2.05396469"," 1.44026268"," 1.63113747"," 1.85268525"," 1.83212171"," 2.02488337"," 1.01281780"," 1.15607663"," 0.49834786"," 1.60660304"," 0.87694973"," 1.27843399"," 0.90931237"," 2.19632370"," 1.77431085"," 1.68543107"," 1.29079200","-1.05481168"
"w/o MS2:LNAPS 35:2; LNAPS 9:0/n-26:2; [M-H]-","-1.76651000","-4.64142884"," 0.31969891","-2.65780707"," 0.49037553"," 0.55326012","-1.00069655"," 0.14471676"," 0.60951170","-1.26288064","-2.62989059","-1.00069655","-2.94817135","-1.04569756"," 1.19966922"," 1.71902876","-1.14923696","-1.03055381"," 1.29732190"," 1.08002175"," 0.05393192"," 0.58140723"," 0.24533625"," 0.21035610","-2.15997182"," 0.39740968"," 1.01358288"," 0.25736596","-1.16437126"," 0.34339409","-1.24673405"," 0.10685725","-0.16480803","-0.64269975"," 0.82128660","-1.09258134"," 0.08939666"," 0.93107943"," 0.65706259"," 0.69547876"," 0.94118349"," 0.57558970"," 0.59364647","-1.13615604"," 0.12723523"," 1.00597501","-2.70924965","-3.54801302","-4.10224167","-3.02218630","-3.51669991"," 0.98864356","-3.55905335"," 0.94481393"," 1.24734913","-1.16437126"," 0.53404237"," 0.29078667"," 0.45241071","-3.43770933","-2.83901301","-1.50689456"," 0.82655829","-2.21975200"," 0.78565323"," 1.45024394"," 1.04105623"," 1.01101279"," 0.97997040"," 0.84814519","-1.03847630","-3.10500290"," 1.89357358"," 0.37773337"," 1.77932642"," 2.28902933"," 2.08503565"," 1.33066300"," 1.75654919"," 2.43898211"," 2.06161368"," 1.34570567","-1.18034328"," 2.33426863"," 2.12577209"," 1.35102510"," 2.46491690"," 1.58917197"," 2.22274358"," 1.11060768"," 1.98079070"," 2.01321019"," 2.41107274"," 0.26624083"
"w/o MS2:LNAPS 36:3; LNAPS 10:0/n-26:3; [M-H]-"," 1.58364628"," 1.39581859","-3.94085963","-3.08722651","-3.27018409","-3.62415059","-3.71762008","-2.53623574","-1.53630186","-0.50097762"," 2.29277080","-0.31083039","-2.70687784","-2.65502473","-1.26950626"," 1.49683329"," 2.45106654"," 1.60376716","-1.79473344","-0.21737800","-0.23321434"," 0.70410891","-1.33223307"," 1.20206313"," 1.30225891"," 0.77590483"," 0.49914719","-1.87844267","-2.18405553","-2.54624700","-2.81878538","-2.00217018","-0.90790077"," 0.39941713"," 0.19613391","-0.10055409","-1.26473486","-2.06945182"," 0.56449198"," 0.54125976","-1.06646324"," 1.13832432"," 1.66455748"," 0.53756262","-0.25362726","-0.88319140","-1.11289094"," 1.37578236"," 0.84095077"," 0.85620578"," 1.28160663"," 1.55206191"," 0.92713379","-0.82347977"," 1.18657537","-3.94085963","-4.21272633","-2.60191762","-3.11915759","-0.86161224"," 0.97635314"," 1.73539905","-1.47530700"," 1.56475144"," 0.35497512","-0.70039998"," 0.75162208"," 0.08533094"," 2.24332703"," 1.21735972"," 1.50875141"," 1.66085548"," 1.11113305"," 2.35134010","-0.36092446"," 0.59078648","-0.14150473","-0.19437890","-0.04423763","-0.22847021","-0.48287969"," 0.61783683","-0.56996264"," 2.28541419"," 2.14400684"," 2.84734088"," 2.12346784"," 1.24990624"," 2.39011982"," 2.90228386"," 2.35570881"," 2.89806107"," 2.41762837"," 2.82647855"
"w/o MS2:LNAPS 37:3; LNAPS 11:0/n-26:3; [M-H]-","-2.28964415","-1.43287535","-0.64148694"," 1.15436327","-0.07453861"," 0.61264570","-0.91757488","-0.45987127","-1.97420500"," 1.72564690","-2.61617447"," 0.81496502","-0.37988756"," 0.68711754"," 1.93883053","-2.85204353"," 0.27679367","-1.73597680"," 1.52988689","-0.80616931","-2.13272379","-1.65931307"," 1.45325497"," 0.57604461","-1.00571258","-1.25760503","-1.35205200"," 0.27172552","-0.88737361","-0.47944572","-0.58795307"," 0.75159781"," 1.08414328","-1.84048026","-0.60637822"," 0.17315135","-0.12617996"," 0.48870977","-1.09736424","-2.10819723","-2.04361593","-1.51552355","-1.04930664"," 0.54682150"," 0.49800526","-1.86559003","-2.18090991","-0.04236614","-0.60637822","-2.83859120"," 0.28183412","-1.03943948","-0.69250549","-1.88359577","-0.19931296"," 0.49336922","-0.71464988"," 0.20912191","-0.50398106"," 0.62089985","-0.69250549","-0.45987127"," 0.29694104","-1.03145363","-1.59921776","-0.12617996"," 0.14539726","-1.28915455","-2.39188798","-0.51700688","-3.63879620"," 0.26620663"," 2.01035277"," 1.55948281"," 2.64525966"," 2.33402935"," 1.89393050"," 2.25553152"," 2.61757893"," 2.38772378"," 2.37658355"," 2.33998612"," 1.27785625"," 1.85982340","-1.41732568"," 2.08490192"," 2.34574062"," 2.45024806"," 2.30219520"," 1.36201200"," 2.21624396"," 2.05670297"," 2.19336765"," 2.19336765"
"w/o MS2:LNAPS 39:0; LNAPS 12:0/n-27:0; [M-H]-","-1.06281987","-1.88795019"," 2.93341526"," 2.95913906"," 2.55261618"," 2.91982671"," 2.64200026"," 2.50481176"," 2.63502245"," 0.52902141"," 0.32604225","-1.39434426"," 2.53717689"," 1.61198870","-0.24828067","-1.58131372","-2.17188032","-1.47298521","-1.46918667","-0.34565804","-0.79238193","-0.15210451","-0.22957225","-1.56365595","-1.63528601","-3.00640591"," 0.05128369"," 2.56922808"," 2.64200026"," 2.41808513"," 2.49003995"," 2.61541254"," 2.80029037"," 0.39857790","-0.90507324","-3.05896448","-0.62275450","-1.85365413","-0.28600995","-0.48706545"," 0.42615760"," 0.48664950","-1.29853603","-1.79837018","-0.69133738"," 0.11397152","-0.17940081","-1.74311909","-3.36887434","-2.18423735","-1.87813228","-1.98901410","-0.90208206","-0.44852552","-2.50873957"," 2.70052107"," 2.56922808"," 2.71033962"," 2.39733592","-0.40734918"," 0.01394262","-1.64000186","-0.26477213","-3.15947671","-0.16531226","-0.10704194"," 0.35807383","-3.18268786","-0.61118403","-0.92182188","-1.65079518","-1.66261888","-1.69645149","-1.80318239"," 2.77997993"," 2.94615609"," 2.49003995"," 2.78901289"," 2.67033665"," 2.77997993"," 2.57903144"," 2.63502245"," 2.46738358","-1.80984850"," 2.57903144","-1.02771663","-1.93661003","-1.70951386","-1.67141035","-2.09170499","-1.38496979","-1.01770644","-2.79003157","-0.69824903"
"w/o MS2:LNAPS 40:6; LNAPS 14:0/n-26:6; [M-H]-","-1.2157482","-0.9836708"," 1.1700724"," 1.3914215"," 1.5858144","-0.5470387","-0.6895772","-1.0357595","-1.6498202"," 1.6943137"," 1.8625248"," 1.8885020"," 1.1898494"," 1.7076855"," 0.4529198","-0.2622770","-3.5588235","-0.6620051","-3.1752192","-1.8482172"," 0.2589575","-0.8823700","-0.8196427"," 0.4703337","-0.5779557","-1.6126177","-0.9836708","-0.4533530"," 1.8013528"," 1.0971356"," 1.2664524"," 1.4905161","-0.5188282"," 1.9589502","-2.3262638","-2.2792383","-1.3241398","-0.3867212","-1.8996882"," 1.9402678","-2.2607298","-0.9503056","-0.5142519","-0.6245288","-1.8333726"," 0.2502989"," 0.8731410","-0.7516097","-0.3818883","-0.4326102","-1.3454550","-1.4683372","-2.3120829","-0.5779557","-1.5616671"," 0.3886276"," 0.5112298","-0.9915571"," 0.3886276"," 1.5923755"," 2.6229380"," 1.2981826","-1.0769267","-0.6672462","-1.1554354","-0.7961895"," 0.6245951","-1.8333726","-0.6245288","-0.5096971","-2.9269631","-0.8506866"," 0.6731608"," 0.8977953","-0.8078327"," 3.3124794"," 2.1727340"," 2.3601404"," 2.6507864","-0.2536732"," 2.1663207"," 2.9347046"," 2.8803661"," 0.3595577","-0.4451987"," 0.8798676","-0.2193055","-0.2193055"," 1.1445439"," 0.4252995"," 0.1880684"," 1.1328964"," 0.4841083"," 1.6454446"
"w/o MS2:LNAPS 40:8; LNAPS 16:1/n-24:7; [M-H]-"," 0.37676439"," 0.86165875","-2.30029858","-3.01133205"," 0.64857329","-2.11106936"," 1.28008777","-2.37838132","-0.10666136"," 0.31370031","-1.86218911","-0.94194105"," 0.05503982"," 0.59989739"," 0.27551525"," 1.99988804"," 1.14643751"," 0.43277524","-2.36527327"," 1.28856649","-0.13712091","-2.01690139","-0.67857694","-3.03877254","-0.43186888","-1.01315136","-0.02684591","-2.35090086","-0.87659175","-0.81359511","-1.50913229","-2.62856288","-1.21259751","-1.33294648"," 0.97884408","-1.73635480"," 1.63789651"," 0.93349854","-0.89354376"," 1.51012887","-2.00187649"," 1.07990495"," 1.14198831","-1.76617391"," 0.47288019"," 2.14948032","-2.84806497","-1.28324092"," 1.26716183"," 2.12241700","-0.94870219"," 0.91673157","-0.53693076","-1.70722809","-0.47695504"," 0.56466678","-0.63281237","-1.35416615","-0.29115648","-2.14613523"," 1.30634249","-1.01315136","-1.38385990","-1.41206821"," 0.83276759"," 2.10588473","-0.82480475","-2.37838132"," 0.87120196"," 0.53397687","-2.03706833"," 0.11572184"," 1.00896695"," 0.07970326"," 3.07269607"," 0.21798824"," 2.82645722"," 3.41229851"," 3.16779978","-1.11584985"," 2.84436826"," 3.05136229"," 3.00585235"," 2.44834204"," 2.79282542"," 0.33464049"," 0.29315788"," 0.36770975"," 0.86548077"," 0.42324626","-0.60728265","-0.22895120"," 2.89271073","-0.15653534"
"w/o MS2:LNAPS 42:0; LNAPS 20:0/n-22:0; [M-H]-","-0.38455779","-0.61250191"," 0.48269639"," 0.73857122"," 1.27378147"," 0.56579822"," 0.62186548","-0.10558963"," 0.66596272"," 0.36849104","-2.48058735","-0.03460725"," 0.93319374"," 0.45793295","-0.12869917"," 0.28656172"," 0.90179363"," 0.76831745"," 0.43191708"," 0.48269639"," 1.51962171"," 1.06061605"," 0.65309367"," 0.19035753"," 0.33003924","-0.10558963","-0.67910369"," 0.31616051"," 0.37870002"," 1.06061605"," 0.38870150"," 0.49684963","-0.17323088","-1.24416372"," 0.55194856"," 0.88446960"," 0.45793295"," 0.16399898","-0.01873023"," 0.27768246"," 0.72371211"," 0.33003924"," 0.17562229"," 0.90179363"," 0.11902181"," 0.51034365"," 0.35438989"," 0.78130621","-0.30400081","-0.72037809","-2.76719103","-0.99566681","-0.46689677","-0.15011761","-0.01873023"," 0.70821135"," 0.37870002","-1.50653137"," 0.93319374","-1.91706762","-2.58783633"," 0.16399898"," 0.33003924"," 0.54008603"," 0.59483219"," 0.14834642"," 1.01052404"," 0.28656172"," 0.99626282"," 0.12891408"," 1.46761033"," 0.36849104","-0.58510233","-0.37208792","-1.65206197"," 0.45793295","-0.89004663","-0.45620513","-1.00660171","-0.30400081","-1.48764666"," 0.17562229","-0.76819334","-0.55566973"," 0.43191708","-0.29189905","-0.75061323","-0.76819334","-0.43082099","-1.36956357","-0.17323088"," 0.07024904","-1.16228699","-0.37208792"
"w/o MS2:LNAPS 42:6; LNAPS 16:0/n-26:6; [M-H]-","-0.34524995","-0.89238330","-2.29748244"," 1.49799129","-1.16937431"," 2.07617160"," 1.95910399","-1.25113857","-1.34160854","-1.08974267"," 0.71483745","-0.41416287"," 1.09330727"," 0.76939349"," 2.08965961","-0.21017015","-0.05840852","-1.86162621"," 1.41115263","-0.44983290"," 1.52801882","-1.39586507","-2.00266100","-0.94195514","-0.45553693","-1.09870489","-1.25113857","-0.82498836"," 2.08965961","-0.91335852"," 2.30771117","-1.22518116","-0.65464074","-3.37371329","-1.03500741","-0.07310268"," 1.95910399","-1.01706168"," 0.98082154"," 1.93012485"," 1.55553793"," 2.38112851","-0.76544811","-0.12095414"," 2.10871053"," 1.73396272"," 2.13844808","-1.07135873","-0.69803072","-1.09870489"," 0.27339565","-1.48053194","-1.25113857","-1.90376755","-0.63722532"," 2.06244610","-1.23225071","-1.11971964","-1.05204634","-1.23515006"," 0.03358609","-0.31595748"," 1.28467771","-0.33936503"," 1.69183371"," 1.88004649"," 1.95910399","-0.92406519","-1.41110351"," 1.59957590","-1.77893044","-0.98225766","-1.31857474","-1.64347320"," 1.33054045"," 1.62968548"," 1.95910399"," 1.49799129"," 1.68051889"," 1.74557300"," 2.04748910"," 1.83005136"," 1.90263164"," 1.24247356"," 1.74557300","-1.17659773","-1.28036389","-1.22518116","-2.12620536","-1.99010625"," 0.21215533","-1.13096268","-2.10370149","-0.87602939"
"w/o MS2:LNAPS 42:7; LNAPS 18:0/n-24:7; [M-H]-","-1.343688110","-1.308820856"," 0.228909910"," 0.923755223"," 0.356331431"," 0.517929473"," 0.792636292"," 0.247001288"," 0.428073437"," 1.272417485"," 0.717526771","-0.088968166"," 1.260703039"," 0.381346908","-0.162452283"," 0.020134696"," 0.006234271"," 0.237886417"," 0.517929473"," 0.247001288"," 1.527305034","-0.038114178"," 0.247001288"," 0.381346908","-1.956347371","-1.128701512","-1.361136719"," 1.194618962","-0.029002612"," 0.709088043"," 0.511022416"," 1.240012384"," 0.263460000"," 0.436456863","-0.068155663","-0.690166899"," 0.125694938"," 0.633289156"," 0.557866729"," 0.547673149","-0.255502106","-0.926373069"," 0.009436859"," 0.600040787","-0.777751394"," 0.892451363","-0.046414164"," 0.209479610","-1.621924383","-1.607943394","-0.387878965","-1.059909535","-1.260479754","-1.537142654","-1.431864211"," 0.409809898"," 0.284368435"," 0.444732905"," 0.419006084"," 0.823167809"," 0.669578863"," 0.386412536","-0.182154935","-1.713228007","-0.743637894","-0.358261125"," 0.882690020","-0.274375231"," 0.103476323","-0.046414164"," 0.381346908"," 0.263460000","-0.029002612"," 0.116403171","-1.117079176"," 0.954579126","-0.029002612","-0.245927359"," 0.228909910"," 0.633289156"," 0.042248625"," 1.012670349"," 0.116403171","-0.454533184","-0.992459162","-0.367972551","-0.038114178","-0.387878965"," 0.074984267","-2.086453349","-1.376882754"," 0.054417261","-0.174075006"," 3.162173556"
"w/o MS2:LNAPS 42:7; LNAPS 22:3/n-20:4; [M-H]-"," 1.20660449"," 1.28774297"," 1.79864692"," 1.37837038"," 1.78700587","-1.96390507"," 1.53460854"," 1.47856409","-2.18201523"," 3.13377375"," 2.90079546"," 2.82967439","-0.16831800","-0.87544861"," 0.38772500"," 0.45941404","-0.48230758","-1.00546338"," 0.65457297"," 0.47668096"," 0.69457031"," 0.06602363"," 1.48251918"," 1.49562705"," 1.30493151"," 0.93051445"," 0.89156615"," 1.99454844","-0.20125126"," 0.32709936"," 1.72121790","-0.64293699"," 1.70373632"," 3.41348326","-0.54671791"," 0.97534395"," 0.03585850"," 0.58519966"," 0.55577644","-1.45632270"," 0.04386605","-0.55451496"," 0.67932864"," 0.34936435","-0.72209386"," 0.98115133","-0.31613423"," 0.84178453"," 0.73823943"," 0.69457031"," 1.95096795"," 1.37837038"," 1.43658340"," 1.19236465","-1.54860819"," 1.67070855"," 1.53845853"," 1.62589983"," 1.57505632"," 3.02446271"," 2.81065451"," 2.61393372"," 0.23508828"," 0.57527445","-1.73064832","-1.02648364","-0.61333485","-0.14042740"," 1.90731581"," 0.67932864","-0.02930194"," 0.33601077","-2.09440299","-1.20512207","-1.05567253","-4.26616588","-3.23010860","-0.82539848","-0.78577419","-0.55054282","-1.09803022","-3.44776137","-1.34585528","-2.96482579","-2.47883470","-3.20983530","-3.54505056","-1.76165753","-3.60828755","-3.26193171","-3.87656116","-3.10149858","-1.12315787","-3.32826980"
"w/o MS2:LNAPS 46:4; LNAPS 20:0/n-26:4; [M-H]-","-1.40386894"," 0.52743483"," 1.41535609"," 1.79548077"," 1.63897170"," 1.62072175"," 1.36345788"," 1.23037422"," 1.64525022","-1.06530001","-2.37664176","-0.52242049"," 1.03899824"," 0.90817434","-0.42392068"," 0.32320638","-3.00563212","-1.42264708"," 1.06648139"," 0.89766089"," 0.63569944"," 1.09536545","-3.91748302","-1.28677896","-1.90289280","-0.51027804","-0.52876209"," 1.34708493"," 1.22702597"," 0.97375967"," 1.48282441"," 1.17025469"," 1.31699357"," 0.26989123","-2.06170213"," 0.34538321"," 0.46883518"," 0.71910710"," 0.73711073"," 0.47627905"," 0.90817434"," 0.67077981"," 0.67652195"," 0.52107964","-3.94437294"," 0.94954383"," 0.57208643"," 0.82053901","-2.05516873","-3.43500215","-0.20347094","-1.01295731","-0.35757677","-2.47071659","-1.95358672"," 1.46162382"," 1.28301275"," 1.25516162"," 1.37863480","-0.40207962","-1.49949237"," 0.83273131"," 0.78698509","-1.57422749"," 1.05948675","-2.14766704","-3.29112369"," 0.90266221","-0.72560065"," 0.26212840"," 0.03223595","-2.20460900","-1.17398834"," 0.32320638"," 0.50806524"," 1.50069846"," 0.26212840"," 0.57548612"," 1.42176217"," 1.18936740"," 1.25516162"," 1.22702597"," 0.32862026","-0.10678966"," 0.25359496"," 0.58732444"," 0.08163110"," 0.64078615"," 0.61525102","-0.21525666","-0.08315894","-1.48611433"," 0.04685751","-2.15625015"
"w/o MS2:LNAPS 46:9; LNAPS 22:2/n-24:7; [M-H]-","-0.241843991"," 0.400304410","-0.372589618","-1.516181973"," 0.889858447"," 0.873316440","-1.921541505"," 2.838601656"," 0.400304410","-1.921541505"," 1.449015539"," 1.791855245"," 2.380280076"," 2.719646136"," 2.297518499","-0.307770253"," 0.039022333"," 0.004990416"," 2.417539777"," 0.233818621"," 2.306354073"," 2.477275600","-0.538854501"," 0.218026172"," 0.569157390"," 0.896624612"," 0.259629280","-1.676086102","-1.016906836"," 0.090149697","-1.435592180"," 2.865530982"," 1.775735824","-3.098309873","-0.859611905"," 0.035158002","-0.435151877","-0.575590899"," 0.048193804"," 2.297518499"," 2.639031365"," 2.533043410"," 1.946154555","-1.895211166"," 2.283468964"," 1.520527832","-0.204907213"," 0.317701547","-1.651322302"," 0.276906838","-1.020882428","-0.311567281","-1.217716945"," 0.522630845","-0.393213013","-1.128495571"," 2.599993802","-1.569559711","-0.652479918","-0.949405284"," 0.913386006","-0.546977035"," 2.056650963","-0.652479918"," 2.558213106"," 2.310854532"," 2.184892424","-1.138251440","-4.200323366"," 2.396199715","-2.439662425","-1.123595535","-1.902422946","-1.984455252","-1.491858690","-2.203614269","-2.410296555","-2.638896013"," 2.582442436","-1.288205257","-2.143310747","-2.105420791"," 2.498366863"," 2.215608166"," 2.030569401","-1.629549993","-1.032692495","-2.069598730","-1.506067579","-1.952621330","-3.296536564","-0.767657230","-0.869126100","-0.656114601"
"w/o MS2:LPA 15:0; [M-H]-"," 0.33567468"," 0.74307896","-3.33448283","-3.25184422"," 1.00740191","-2.19343222","-4.80508264"," 0.89901915"," 0.87192841"," 1.61953426"," 1.46799087"," 1.23707209"," 0.76538807"," 1.03917524"," 0.08857215"," 0.03464378"," 0.85841862"," 0.27766737"," 0.93974065"," 0.32200616"," 0.89901915"," 0.68362959"," 0.80527205"," 0.89444496"," 0.78261246"," 0.76538807"," 0.84266248"," 1.47544926"," 0.93217072"," 1.15704398"," 0.93217072"," 1.17440436","-3.18440119","-1.30339724","-0.14546113"," 0.99520293"," 0.51707865"," 0.52301670"," 0.49539809"," 0.43881076"," 1.07167981"," 0.66602398"," 0.36536509"," 1.12123284"," 1.31357018"," 0.78856481"," 0.87657930"," 0.64943552"," 0.30261782"," 0.61403366"," 0.60706504"," 0.38936693"," 0.71601631"," 0.34502133"," 1.24284702"," 0.43402904"," 1.22127481"," 0.95612135"," 0.95028254"," 1.44204656"," 1.74036112"," 1.32029817"," 0.77161817"," 1.40643837"," 1.19242181"," 0.41724921"," 0.78856481"," 1.26511182"," 1.00740191"," 1.07167981"," 0.77696529"," 0.64345725","-1.80933092","-1.16367644","-0.35044789","-5.30315000"," 0.93974065","-0.35965579","-5.15941530","-5.69295843","-0.23214026","-4.40923187","-5.73170308","-0.61832740","-1.23921123","-1.13144911","-0.52702495","-0.71156408","-0.56094417","-0.99595635","-0.05115022","-1.10410699","-0.48386151","-0.38216216"
