"id" "Label" "mouseID" "treatmentID" "Exercise" "Weight" "metabolite" "area"
"160711-65" "plasmaD7" "15-02-M16" "EX_AL" "EX" "AL" "Glucarate" 1.37301399084483
"160711-66" "plasmaD35" "15-02-M16" "EX_AL" "EX" "AL" "Glucarate" 0.647268235938303
"160711-67" "plasmaD21" "15-02-M10" "SED_ER" "SED" "ER" "Glucarate" -0.640870912586987
"160711-68" "plasmaD21" "15-02-M6" "SED_AL" "SED" "AL" "Glucarate" 0.490550754403372
"160711-69" "plasmaD35" "15-02-M12" "SED_ER" "SED" "ER" "Glucarate" -0.494909247830455
"160711-70" "plasmaD35" "15-02-M18" "EX_AL" "EX" "AL" "Glucarate" 0.262883509099439
"160711-71" "plasmaD7" "15-02-M10" "SED_ER" "SED" "ER" "Glucarate" -0.108244561131816
"160711-72" "plasmaD21" "15-02-M5" "SED_AL" "SED" "AL" "Glucarate" 1.96241443732702
"160711-73" "plasmaD21" "15-02-M7" "SED_ER" "SED" "ER" "Glucarate" 0.490550754403372
"160711-74" "plasmaD21" "15-02-M21" "EX_ER" "EX" "ER" "Glucarate" -1.01576076011158
"160711-75" "plasmaD35" "15-02-M1" "SED_AL" "SED" "AL" "Glucarate" 0.723580491890761
"160711-76" "plasmaD7" "15-02-M19" "EX_AL" "EX" "AL" "Glucarate" -0.00405017690310881
"160711-77" "tumor" "15-02-M11" "SED_ER" "SED" "ER" "Glucarate" 1.05025518976881
"160711-78" "plasmaD7" "15-02-M12" "SED_ER" "SED" "ER" "Glucarate" 0.892170654686898
"160711-79" "tumor" "15-02-M20" "EX_AL" "EX" "AL" "Glucarate" 1.73129083485295
"160711-80" "tumor" "15-02-M4" "SED_AL" "SED" "AL" "Glucarate" 1.05025518976881
"160711-81" "tumor" "15-02-M22" "EX_ER" "EX" "ER" "Glucarate" 2.59367394716861
"160711-82" "tumor" "15-02-M5" "SED_AL" "SED" "AL" "Glucarate" 2.41049381136263
"160711-83" "tumor" "15-02-M13" "SED_ER" "SED" "ER" "Glucarate" 1.05025518976881
"160711-84" "plasmaD21" "15-02-M15" "EX_AL" "EX" "AL" "Glucarate" 1.6756191927098
"160711-85" "plasmaD35" "15-02-M19" "EX_AL" "EX" "AL" "Glucarate" 2.31704731817834
"160711-86" "plasmaD21" "15-02-M24" "EX_ER" "EX" "ER" "Glucarate" 1.50996446995371
"160711-87" "plasmaD35" "15-02-M23" "EX_ER" "EX" "ER" "Glucarate" 0.800612538810104
"160711-88" "tumor" "15-02-M19" "EX_AL" "EX" "AL" "Glucarate" 0.490550754403372
"160711-89" "plasmaD7" "15-02-M21" "EX_ER" "EX" "ER" "Glucarate" -0.940707422356823
"160711-90" "tumor" "15-02-M1" "SED_AL" "SED" "AL" "Glucarate" 1.12283893557776
"160711-91" "plasmaD7" "15-02-M20" "EX_AL" "EX" "AL" "Glucarate" 0.553431019345423
"160711-92" "plasmaD35" "15-02-M13" "SED_ER" "SED" "ER" "Glucarate" -0.00405017690310881
"160711-93" "plasmaD7" "15-02-M6" "SED_AL" "SED" "AL" "Glucarate" -0.640870912586987
"160711-94" "plasmaD21" "15-02-M1" "SED_AL" "SED" "AL" "Glucarate" -0.494909247830455
"160711-95" "plasmaD21" "15-02-M2" "SED_AL" "SED" "AL" "Glucarate" -0.722198230167237
"160711-96" "plasmaD21" "15-02-M23" "EX_ER" "EX" "ER" "Glucarate" -2.42043715964356
"160711-10" "plasmaD35" "15-02-M22" "EX_ER" "EX" "ER" "Deoxyribose.phosphate" -0.0320772918931287
"160711-101" "tumor" "15-02-M18" "EX_AL" "EX" "AL" "Deoxyribose.phosphate" 1.56583916066475
"160711-102" "plasmaD7" "15-02-M1" "SED_AL" "SED" "AL" "Deoxyribose.phosphate" 1.127091566824
"160711-11" "plasmaD35" "15-02-M10" "SED_ER" "SED" "ER" "Deoxyribose.phosphate" -0.398897958495852
"160711-12" "plasmaD35" "15-02-M11" "SED_ER" "SED" "ER" "Deoxyribose.phosphate" -0.578451726863682
"160711-13" "plasmaD35" "15-02-M20" "EX_AL" "EX" "AL" "Deoxyribose.phosphate" 0.423272728449106
"160711-14" "plasmaD35" "15-02-M3" "SED_AL" "SED" "AL" "Deoxyribose.phosphate" -1.14949850592562
"160711-15" "plasmaD7" "15-02-M2" "SED_AL" "SED" "AL" "Deoxyribose.phosphate" 1.41928733741554
"160711-16" "plasmaD35" "15-02-M24" "EX_ER" "EX" "ER" "Deoxyribose.phosphate" -0.66785693317513
"160711-17" "tumor" "15-02-M16" "EX_AL" "EX" "AL" "Deoxyribose.phosphate" 1.56583916066475
"160711-18" "plasmaD7" "15-02-M26" "EX_ER" "EX" "ER" "Deoxyribose.phosphate" -1.95220650930901
"160711-19" "plasmaD21" "15-02-M12" "SED_ER" "SED" "ER" "Deoxyribose.phosphate" -1.14949850592562
"160711-20" "tumor" "15-02-M23" "EX_ER" "EX" "ER" "Deoxyribose.phosphate" 0.89337112819802
"160711-21" "plasmaD35" "15-02-M21" "EX_ER" "EX" "ER" "Deoxyribose.phosphate" -0.21459029304765
"160711-22" "plasmaD35" "15-02-M27" "EX_ER" "EX" "ER" "Deoxyribose.phosphate" -1.005725930302
"160711-23" "plasmaD21" "15-02-M18" "EX_AL" "EX" "AL" "Deoxyribose.phosphate" -1.22169905108443
"160711-24" "plasmaD7" "15-02-M24" "EX_ER" "EX" "ER" "Deoxyribose.phosphate" -0.860030872708103
"160711-25" "plasmaD7" "15-02-M15" "EX_AL" "EX" "AL" "Deoxyribose.phosphate" -0.398897958495852
"160711-26" "tumor" "15-02-M26" "EX_ER" "EX" "ER" "Deoxyribose.phosphate" 1.99824538698155
"160711-27" "plasmaD35" "15-02-M26" "EX_ER" "EX" "ER" "Deoxyribose.phosphate" -1.66899943458968
"160711-28" "plasmaD35" "15-02-M5" "SED_AL" "SED" "AL" "Deoxyribose.phosphate" -1.66899943458968
"160711-29" "plasmaD7" "15-02-M22" "EX_ER" "EX" "ER" "Deoxyribose.phosphate" 1.127091566824
"160711-32" "tumor" "15-02-M10" "SED_ER" "SED" "ER" "Deoxyribose.phosphate" 1.99824538698155
"160711-33" "tumor" "15-02-M8" "SED_ER" "SED" "ER" "Deoxyribose.phosphate" 2.09060731719122
"160711-34" "tumor" "15-02-M2" "SED_AL" "SED" "AL" "Deoxyribose.phosphate" 2.09060731719122
"160711-35" "plasmaD21" "15-02-M11" "SED_ER" "SED" "ER" "Deoxyribose.phosphate" -1.38298792461857
"160711-36" "tumor" "15-02-M12" "SED_ER" "SED" "ER" "Deoxyribose.phosphate" 1.41928733741554
"160711-37" "plasmaD21" "15-02-M13" "SED_ER" "SED" "ER" "Deoxyribose.phosphate" -1.66899943458968
"160711-38" "plasmaD35" "15-02-M15" "EX_AL" "EX" "AL" "Deoxyribose.phosphate" -0.578451726863682
"160711-39" "plasmaD21" "15-02-M4" "SED_AL" "SED" "AL" "Deoxyribose.phosphate" -0.481375314601305
"160711-40" "plasmaD7" "15-02-M4" "SED_AL" "SED" "AL" "Deoxyribose.phosphate" -1.08819080559899
"160711-41" "plasmaD35" "15-02-M7" "SED_ER" "SED" "ER" "Deoxyribose.phosphate" -1.08819080559899
"160711-42" "plasmaD35" "15-02-M25" "EX_ER" "EX" "ER" "Deoxyribose.phosphate" -0.13935375170653
"160711-43" "plasmaD21" "15-02-M25" "EX_ER" "EX" "ER" "Deoxyribose.phosphate" -0.481375314601305
"160711-44" "plasmaD7" "15-02-M5" "SED_AL" "SED" "AL" "Deoxyribose.phosphate" -2.03236121973187
"160711-45" "tumor" "15-02-M24" "EX_ER" "EX" "ER" "Deoxyribose.phosphate" 2.17919767071366
"160711-46" "tumor" "15-02-M7" "SED_ER" "SED" "ER" "Deoxyribose.phosphate" 1.99824538698155
"160711-47" "plasmaD35" "15-02-M8" "SED_ER" "SED" "ER" "Deoxyribose.phosphate" -1.76289436366439
"160711-48" "tumor" "15-02-M6" "SED_AL" "SED" "AL" "Deoxyribose.phosphate" 1.20052974072255
"160711-49" "plasmaD21" "15-02-M16" "EX_AL" "EX" "AL" "Deoxyribose.phosphate" 0.499410722492828
"160711-50" "tumor" "15-02-M21" "EX_ER" "EX" "ER" "Deoxyribose.phosphate" 1.99824538698155
"160711-51" "plasmaD7" "15-02-M7" "SED_ER" "SED" "ER" "Deoxyribose.phosphate" -1.88727480680405
"160711-52" "plasmaD21" "15-02-M26" "EX_ER" "EX" "ER" "Deoxyribose.phosphate" 0.347846171301339
"160711-53" "plasmaD7" "15-02-M27" "EX_ER" "EX" "ER" "Deoxyribose.phosphate" -0.925342517564691
"160711-54" "plasmaD7" "15-02-M23" "EX_ER" "EX" "ER" "Deoxyribose.phosphate" -0.0320772918931287
"160711-55" "tumor" "15-02-M3" "SED_AL" "SED" "AL" "Deoxyribose.phosphate" 1.99824538698155
"160711-56" "plasmaD35" "15-02-M4" "SED_AL" "SED" "AL" "Deoxyribose.phosphate" -1.76289436366439
"160711-57" "plasmaD7" "15-02-M8" "SED_ER" "SED" "ER" "Deoxyribose.phosphate" -0.0320772918931287
"160711-58" "plasmaD21" "15-02-M3" "SED_AL" "SED" "AL" "Deoxyribose.phosphate" -0.66785693317513
"160711-59" "plasmaD35" "15-02-M6" "SED_AL" "SED" "AL" "Deoxyribose.phosphate" -0.481375314601305
"160711-62" "plasmaD7" "15-02-M18" "EX_AL" "EX" "AL" "Deoxyribose.phosphate" -0.481375314601305
"160711-63" "plasmaD7" "15-02-M25" "EX_ER" "EX" "ER" "Deoxyribose.phosphate" -0.0320772918931287
"160711-64" "plasmaD35" "15-02-M2" "SED_AL" "SED" "AL" "Deoxyribose.phosphate" -0.13935375170653
"160711-65" "plasmaD7" "15-02-M16" "EX_AL" "EX" "AL" "Deoxyribose.phosphate" -0.578451726863682
"160711-66" "plasmaD35" "15-02-M16" "EX_AL" "EX" "AL" "Deoxyribose.phosphate" -0.0320772918931287
"160711-67" "plasmaD21" "15-02-M10" "SED_ER" "SED" "ER" "Deoxyribose.phosphate" -1.82548014177429
"160711-68" "plasmaD21" "15-02-M6" "SED_AL" "SED" "AL" "Deoxyribose.phosphate" -1.82548014177429
"160711-69" "plasmaD35" "15-02-M12" "SED_ER" "SED" "ER" "Deoxyribose.phosphate" -1.51404126634226
"160711-70" "plasmaD35" "15-02-M18" "EX_AL" "EX" "AL" "Deoxyribose.phosphate" -1.22169905108443
"160711-71" "plasmaD7" "15-02-M10" "SED_ER" "SED" "ER" "Deoxyribose.phosphate" -1.22169905108443
"160711-72" "plasmaD21" "15-02-M5" "SED_AL" "SED" "AL" "Deoxyribose.phosphate" -0.13935375170653
"160711-73" "plasmaD21" "15-02-M7" "SED_ER" "SED" "ER" "Deoxyribose.phosphate" -1.14949850592562
"160711-74" "plasmaD21" "15-02-M21" "EX_ER" "EX" "ER" "Deoxyribose.phosphate" -0.0320772918931287
"160711-75" "plasmaD35" "15-02-M1" "SED_AL" "SED" "AL" "Deoxyribose.phosphate" -0.0320772918931287
"160711-76" "plasmaD7" "15-02-M19" "EX_AL" "EX" "AL" "Deoxyribose.phosphate" -0.0320772918931287
"160711-77" "tumor" "15-02-M11" "SED_ER" "SED" "ER" "Deoxyribose.phosphate" 1.82241068765551
"160711-78" "plasmaD7" "15-02-M12" "SED_ER" "SED" "ER" "Deoxyribose.phosphate" -1.22169905108443
"160711-79" "tumor" "15-02-M20" "EX_AL" "EX" "AL" "Deoxyribose.phosphate" 1.82241068765551
"160711-80" "tumor" "15-02-M4" "SED_AL" "SED" "AL" "Deoxyribose.phosphate" 1.06516874254481
"160711-81" "tumor" "15-02-M22" "EX_ER" "EX" "ER" "Deoxyribose.phosphate" 1.06516874254481
"160711-82" "tumor" "15-02-M5" "SED_AL" "SED" "AL" "Deoxyribose.phosphate" 2.37955186678926
"160711-83" "tumor" "15-02-M13" "SED_ER" "SED" "ER" "Deoxyribose.phosphate" 1.20052974072255
"160711-84" "plasmaD21" "15-02-M15" "EX_AL" "EX" "AL" "Deoxyribose.phosphate" 0.347846171301339
"160711-85" "plasmaD35" "15-02-M19" "EX_AL" "EX" "AL" "Deoxyribose.phosphate" -0.0320772918931287
"160711-86" "plasmaD21" "15-02-M24" "EX_ER" "EX" "ER" "Deoxyribose.phosphate" -0.295912879907701
"160711-87" "plasmaD35" "15-02-M23" "EX_ER" "EX" "ER" "Deoxyribose.phosphate" -1.82548014177429
"160711-88" "tumor" "15-02-M19" "EX_AL" "EX" "AL" "Deoxyribose.phosphate" 0.0678473262371773
"160711-89" "plasmaD7" "15-02-M21" "EX_ER" "EX" "ER" "Deoxyribose.phosphate" -0.398897958495852
"160711-90" "tumor" "15-02-M1" "SED_AL" "SED" "AL" "Deoxyribose.phosphate" 1.48871060189434
"160711-91" "plasmaD7" "15-02-M20" "EX_AL" "EX" "AL" "Deoxyribose.phosphate" 0.0678473262371773
"160711-92" "plasmaD35" "15-02-M13" "SED_ER" "SED" "ER" "Deoxyribose.phosphate" 2.09060731719122
"160711-93" "plasmaD7" "15-02-M6" "SED_AL" "SED" "AL" "Deoxyribose.phosphate" -0.860030872708103
"160711-94" "plasmaD21" "15-02-M1" "SED_AL" "SED" "AL" "Deoxyribose.phosphate" 1.73470554008665
"160711-95" "plasmaD21" "15-02-M2" "SED_AL" "SED" "AL" "Deoxyribose.phosphate" 0.192947591387612
"160711-96" "plasmaD21" "15-02-M23" "EX_ER" "EX" "ER" "Deoxyribose.phosphate" 1.06516874254481
"160711-10" "plasmaD35" "15-02-M22" "EX_ER" "EX" "ER" "Pantothenate" 0.62097990663159
"160711-101" "tumor" "15-02-M18" "EX_AL" "EX" "AL" "Pantothenate" 0.388219608080057
"160711-102" "plasmaD7" "15-02-M1" "SED_AL" "SED" "AL" "Pantothenate" -0.453595644758313
"160711-11" "plasmaD35" "15-02-M10" "SED_ER" "SED" "ER" "Pantothenate" 0.279884941235338
"160711-12" "plasmaD35" "15-02-M11" "SED_ER" "SED" "ER" "Pantothenate" 0.388219608080057
"160711-13" "plasmaD35" "15-02-M20" "EX_AL" "EX" "AL" "Pantothenate" 0.503195186567717
"160711-14" "plasmaD35" "15-02-M3" "SED_AL" "SED" "AL" "Pantothenate" 0.503195186567717
"160711-15" "plasmaD7" "15-02-M2" "SED_AL" "SED" "AL" "Pantothenate" -0.206057986469269
"160711-16" "plasmaD35" "15-02-M24" "EX_ER" "EX" "ER" "Pantothenate" 0.388219608080057
"160711-17" "tumor" "15-02-M16" "EX_AL" "EX" "AL" "Pantothenate" 1.00411018133481
"160711-18" "plasmaD7" "15-02-M26" "EX_ER" "EX" "ER" "Pantothenate" 0.388219608080057
"160711-19" "plasmaD21" "15-02-M12" "SED_ER" "SED" "ER" "Pantothenate" 0.388219608080057
"160711-20" "tumor" "15-02-M23" "EX_ER" "EX" "ER" "Pantothenate" 2.2566912679431
"160711-21" "plasmaD35" "15-02-M21" "EX_ER" "EX" "ER" "Pantothenate" -0.0114556916357939
"160711-22" "plasmaD35" "15-02-M27" "EX_ER" "EX" "ER" "Pantothenate" 0.279884941235338
"160711-23" "plasmaD21" "15-02-M18" "EX_AL" "EX" "AL" "Pantothenate" -0.206057986469269
"160711-24" "plasmaD7" "15-02-M24" "EX_ER" "EX" "ER" "Pantothenate" 0.279884941235338
"160711-25" "plasmaD7" "15-02-M15" "EX_AL" "EX" "AL" "Pantothenate" 0.0828997042026271
"160711-26" "tumor" "15-02-M26" "EX_ER" "EX" "ER" "Pantothenate" 1.65066351169607
"160711-27" "plasmaD35" "15-02-M26" "EX_ER" "EX" "ER" "Pantothenate" 0.172788289271499
"160711-28" "plasmaD35" "15-02-M5" "SED_AL" "SED" "AL" "Pantothenate" -0.0114556916357939
"160711-29" "plasmaD7" "15-02-M22" "EX_ER" "EX" "ER" "Pantothenate" -0.453595644758313
"160711-32" "tumor" "15-02-M10" "SED_ER" "SED" "ER" "Pantothenate" 1.97431784630903
"160711-33" "tumor" "15-02-M8" "SED_ER" "SED" "ER" "Pantothenate" 1.20112194486604
"160711-34" "tumor" "15-02-M2" "SED_AL" "SED" "AL" "Pantothenate" 1.00411018133481
"160711-35" "plasmaD21" "15-02-M11" "SED_ER" "SED" "ER" "Pantothenate" -0.101098166748232
"160711-36" "tumor" "15-02-M12" "SED_ER" "SED" "ER" "Pantothenate" -5.58650370641701
"160711-37" "plasmaD21" "15-02-M13" "SED_ER" "SED" "ER" "Pantothenate" 0.0828997042026271
"160711-38" "plasmaD35" "15-02-M15" "EX_AL" "EX" "AL" "Pantothenate" -0.282494687590396
"160711-39" "plasmaD21" "15-02-M4" "SED_AL" "SED" "AL" "Pantothenate" -0.374070275565649
"160711-40" "plasmaD7" "15-02-M4" "SED_AL" "SED" "AL" "Pantothenate" 0.0828997042026271
"160711-41" "plasmaD35" "15-02-M7" "SED_ER" "SED" "ER" "Pantothenate" -0.101098166748232
"160711-42" "plasmaD35" "15-02-M25" "EX_ER" "EX" "ER" "Pantothenate" -0.282494687590396
"160711-43" "plasmaD21" "15-02-M25" "EX_ER" "EX" "ER" "Pantothenate" -0.101098166748232
"160711-44" "plasmaD7" "15-02-M5" "SED_AL" "SED" "AL" "Pantothenate" -0.0114556916357939
"160711-45" "tumor" "15-02-M24" "EX_ER" "EX" "ER" "Pantothenate" 1.20112194486604
"160711-46" "tumor" "15-02-M7" "SED_ER" "SED" "ER" "Pantothenate" 1.20112194486604
"160711-47" "plasmaD35" "15-02-M8" "SED_ER" "SED" "ER" "Pantothenate" -0.101098166748232
"160711-48" "tumor" "15-02-M6" "SED_AL" "SED" "AL" "Pantothenate" 0.388219608080057
"160711-49" "plasmaD21" "15-02-M16" "EX_AL" "EX" "AL" "Pantothenate" -0.101098166748232
"160711-50" "tumor" "15-02-M21" "EX_ER" "EX" "ER" "Pantothenate" 1.20112194486604
"160711-51" "plasmaD7" "15-02-M7" "SED_ER" "SED" "ER" "Pantothenate" -0.101098166748232
"160711-52" "plasmaD21" "15-02-M26" "EX_ER" "EX" "ER" "Pantothenate" -0.101098166748232
"160711-53" "plasmaD7" "15-02-M27" "EX_ER" "EX" "ER" "Pantothenate" -0.374070275565649
"160711-54" "plasmaD7" "15-02-M23" "EX_ER" "EX" "ER" "Pantothenate" -0.0114556916357939
"160711-55" "tumor" "15-02-M3" "SED_AL" "SED" "AL" "Pantothenate" 0.503195186567717
"160711-56" "plasmaD35" "15-02-M4" "SED_AL" "SED" "AL" "Pantothenate" 0.388219608080057
"160711-57" "plasmaD7" "15-02-M8" "SED_ER" "SED" "ER" "Pantothenate" -0.282494687590396
"160711-58" "plasmaD21" "15-02-M3" "SED_AL" "SED" "AL" "Pantothenate" -0.374070275565649
"160711-59" "plasmaD35" "15-02-M6" "SED_AL" "SED" "AL" "Pantothenate" -0.101098166748232
"160711-62" "plasmaD7" "15-02-M18" "EX_AL" "EX" "AL" "Pantothenate" -0.101098166748232
"160711-63" "plasmaD7" "15-02-M25" "EX_ER" "EX" "ER" "Pantothenate" -0.0114556916357939
"160711-64" "plasmaD35" "15-02-M2" "SED_AL" "SED" "AL" "Pantothenate" -0.101098166748232
"160711-65" "plasmaD7" "15-02-M16" "EX_AL" "EX" "AL" "Pantothenate" -0.374070275565649
"160711-66" "plasmaD35" "15-02-M16" "EX_AL" "EX" "AL" "Pantothenate" -0.101098166748232
"160711-67" "plasmaD21" "15-02-M10" "SED_ER" "SED" "ER" "Pantothenate" 0.0828997042026271
"160711-68" "plasmaD21" "15-02-M6" "SED_AL" "SED" "AL" "Pantothenate" -0.453595644758313
"160711-69" "plasmaD35" "15-02-M12" "SED_ER" "SED" "ER" "Pantothenate" 0.0828997042026271
"160711-70" "plasmaD35" "15-02-M18" "EX_AL" "EX" "AL" "Pantothenate" 0.0828997042026271
"160711-71" "plasmaD7" "15-02-M10" "SED_ER" "SED" "ER" "Pantothenate" -0.206057986469269
"160711-72" "plasmaD21" "15-02-M5" "SED_AL" "SED" "AL" "Pantothenate" -0.206057986469269
"160711-73" "plasmaD21" "15-02-M7" "SED_ER" "SED" "ER" "Pantothenate" -0.374070275565649
"160711-74" "plasmaD21" "15-02-M21" "EX_ER" "EX" "ER" "Pantothenate" -0.206057986469269
"160711-75" "plasmaD35" "15-02-M1" "SED_AL" "SED" "AL" "Pantothenate" 0.279884941235338
"160711-76" "plasmaD7" "15-02-M19" "EX_AL" "EX" "AL" "Pantothenate" -0.453595644758313
"160711-77" "tumor" "15-02-M11" "SED_ER" "SED" "ER" "Pantothenate" 1.00411018133481
"160711-78" "plasmaD7" "15-02-M12" "SED_ER" "SED" "ER" "Pantothenate" -0.206057986469269
"160711-79" "tumor" "15-02-M20" "EX_AL" "EX" "AL" "Pantothenate" 1.00411018133481
"160711-80" "tumor" "15-02-M4" "SED_AL" "SED" "AL" "Pantothenate" 1.20112194486604
"160711-81" "tumor" "15-02-M22" "EX_ER" "EX" "ER" "Pantothenate" -5.48003433228973
"160711-82" "tumor" "15-02-M5" "SED_AL" "SED" "AL" "Pantothenate" -6.44635780466742
"160711-83" "tumor" "15-02-M13" "SED_ER" "SED" "ER" "Pantothenate" 1.65066351169607
"160711-84" "plasmaD21" "15-02-M15" "EX_AL" "EX" "AL" "Pantothenate" -0.282494687590396
"160711-85" "plasmaD35" "15-02-M19" "EX_AL" "EX" "AL" "Pantothenate" 0.172788289271499
"160711-86" "plasmaD21" "15-02-M24" "EX_ER" "EX" "ER" "Pantothenate" -0.101098166748232
"160711-87" "plasmaD35" "15-02-M23" "EX_ER" "EX" "ER" "Pantothenate" -0.0114556916357939
"160711-88" "tumor" "15-02-M19" "EX_AL" "EX" "AL" "Pantothenate" -0.282494687590396
"160711-89" "plasmaD7" "15-02-M21" "EX_ER" "EX" "ER" "Pantothenate" 0.172788289271499
"160711-90" "tumor" "15-02-M1" "SED_AL" "SED" "AL" "Pantothenate" 0.388219608080057
"160711-91" "plasmaD7" "15-02-M20" "EX_AL" "EX" "AL" "Pantothenate" -1.16032410369717
"160711-92" "plasmaD35" "15-02-M13" "SED_ER" "SED" "ER" "Pantothenate" 1.00411018133481
"160711-93" "plasmaD7" "15-02-M6" "SED_AL" "SED" "AL" "Pantothenate" 0.0828997042026271
"160711-94" "plasmaD21" "15-02-M1" "SED_AL" "SED" "AL" "Pantothenate" -0.101098166748232
"160711-95" "plasmaD21" "15-02-M2" "SED_AL" "SED" "AL" "Pantothenate" -0.0114556916357939
"160711-96" "plasmaD21" "15-02-M23" "EX_ER" "EX" "ER" "Pantothenate" 0.388219608080057
"160711-10" "plasmaD35" "15-02-M22" "EX_ER" "EX" "ER" "Cystathionine" 0.504951031224942
"160711-101" "tumor" "15-02-M18" "EX_AL" "EX" "AL" "Cystathionine" -0.511177513997525
"160711-102" "plasmaD7" "15-02-M1" "SED_AL" "SED" "AL" "Cystathionine" 1.29234575067348
"160711-11" "plasmaD35" "15-02-M10" "SED_ER" "SED" "ER" "Cystathionine" 1.82548071421834
"160711-12" "plasmaD35" "15-02-M11" "SED_ER" "SED" "ER" "Cystathionine" 1.36526327912758
"160711-13" "plasmaD35" "15-02-M20" "EX_AL" "EX" "AL" "Cystathionine" 0.504951031224942
"160711-14" "plasmaD35" "15-02-M3" "SED_AL" "SED" "AL" "Cystathionine" 1.36526327912758
"160711-15" "plasmaD7" "15-02-M2" "SED_AL" "SED" "AL" "Cystathionine" 1.60157174855845
"160711-16" "plasmaD35" "15-02-M24" "EX_ER" "EX" "ER" "Cystathionine" 0.332991982678395
"160711-17" "tumor" "15-02-M16" "EX_AL" "EX" "AL" "Cystathionine" -1.3467117709084
"160711-18" "plasmaD7" "15-02-M26" "EX_ER" "EX" "ER" "Cystathionine" 0.85625601017138
"160711-19" "plasmaD21" "15-02-M12" "SED_ER" "SED" "ER" "Cystathionine" 1.13128448459075
"160711-20" "tumor" "15-02-M23" "EX_ER" "EX" "ER" "Cystathionine" -1.97655436343579
"160711-21" "plasmaD35" "15-02-M21" "EX_ER" "EX" "ER" "Cystathionine" 1.22010956693769
"160711-22" "plasmaD35" "15-02-M27" "EX_ER" "EX" "ER" "Cystathionine" 0.6035800730406
"160711-23" "plasmaD21" "15-02-M18" "EX_AL" "EX" "AL" "Cystathionine" 0.6035800730406
"160711-24" "plasmaD7" "15-02-M24" "EX_ER" "EX" "ER" "Cystathionine" 0.332991982678395
"160711-25" "plasmaD7" "15-02-M15" "EX_AL" "EX" "AL" "Cystathionine" 1.53080465595721
"160711-26" "tumor" "15-02-M26" "EX_ER" "EX" "ER" "Cystathionine" -0.155186281599242
"160711-27" "plasmaD35" "15-02-M26" "EX_ER" "EX" "ER" "Cystathionine" 0.504951031224942
"160711-28" "plasmaD35" "15-02-M5" "SED_AL" "SED" "AL" "Cystathionine" 0.753517102886717
"160711-29" "plasmaD7" "15-02-M22" "EX_ER" "EX" "ER" "Cystathionine" -0.511177513997525
"160711-32" "tumor" "15-02-M10" "SED_ER" "SED" "ER" "Cystathionine" -0.28304742912896
"160711-33" "tumor" "15-02-M8" "SED_ER" "SED" "ER" "Cystathionine" -1.3467117709084
"160711-34" "tumor" "15-02-M2" "SED_AL" "SED" "AL" "Cystathionine" -4.45538641742794
"160711-35" "plasmaD21" "15-02-M11" "SED_ER" "SED" "ER" "Cystathionine" 1.0717628479281
"160711-36" "tumor" "15-02-M12" "SED_ER" "SED" "ER" "Cystathionine" -3.9870592264194
"160711-37" "plasmaD21" "15-02-M13" "SED_ER" "SED" "ER" "Cystathionine" 0.42596228144012
"160711-38" "plasmaD35" "15-02-M15" "EX_AL" "EX" "AL" "Cystathionine" 0.753517102886717
"160711-39" "plasmaD21" "15-02-M4" "SED_AL" "SED" "AL" "Cystathionine" 0.753517102886717
"160711-40" "plasmaD7" "15-02-M4" "SED_AL" "SED" "AL" "Cystathionine" 0.332991982678395
"160711-41" "plasmaD35" "15-02-M7" "SED_ER" "SED" "ER" "Cystathionine" 0.247368415141069
"160711-42" "plasmaD35" "15-02-M25" "EX_ER" "EX" "ER" "Cystathionine" 1.0717628479281
"160711-43" "plasmaD21" "15-02-M25" "EX_ER" "EX" "ER" "Cystathionine" 0.951954042110558
"160711-44" "plasmaD7" "15-02-M5" "SED_AL" "SED" "AL" "Cystathionine" 1.670278573341
"160711-45" "tumor" "15-02-M24" "EX_ER" "EX" "ER" "Cystathionine" -1.62364745864312
"160711-46" "tumor" "15-02-M7" "SED_ER" "SED" "ER" "Cystathionine" -1.3467117709084
"160711-47" "plasmaD35" "15-02-M8" "SED_ER" "SED" "ER" "Cystathionine" 0.138939294264828
"160711-48" "tumor" "15-02-M6" "SED_AL" "SED" "AL" "Cystathionine" -1.3467117709084
"160711-49" "plasmaD21" "15-02-M16" "EX_AL" "EX" "AL" "Cystathionine" 0.42596228144012
"160711-50" "tumor" "15-02-M21" "EX_ER" "EX" "ER" "Cystathionine" -0.801351399438582
"160711-51" "plasmaD7" "15-02-M7" "SED_ER" "SED" "ER" "Cystathionine" 0.138939294264828
"160711-52" "plasmaD21" "15-02-M26" "EX_ER" "EX" "ER" "Cystathionine" 1.36526327912758
"160711-53" "plasmaD7" "15-02-M27" "EX_ER" "EX" "ER" "Cystathionine" -0.86128994015624
"160711-54" "plasmaD7" "15-02-M23" "EX_ER" "EX" "ER" "Cystathionine" 0.42596228144012
"160711-55" "tumor" "15-02-M3" "SED_AL" "SED" "AL" "Cystathionine" -1.41652044903844
"160711-56" "plasmaD35" "15-02-M4" "SED_AL" "SED" "AL" "Cystathionine" 0.138939294264828
"160711-57" "plasmaD7" "15-02-M8" "SED_ER" "SED" "ER" "Cystathionine" 0.138939294264828
"160711-58" "plasmaD21" "15-02-M3" "SED_AL" "SED" "AL" "Cystathionine" 0.42596228144012
"160711-59" "plasmaD35" "15-02-M6" "SED_AL" "SED" "AL" "Cystathionine" 0.6035800730406
