"tissue.type"	"metabolite"	"Exercise"	"Weight"	"mean"	"sd"
"tumor"	"sn-Glycerol-3-phosphate"	"SED"	"AL"	0.371405674048056	2.40958738337467
"tumor"	"sn-Glycerol-3-phosphate"	"SED"	"ER"	0.743536162538332	0.326034003006492
"tumor"	"Succinate-Methylmalonic-acid"	"EX"	"AL"	-0.114453933212541	1.70716623286191
"tumor"	"Succinate-Methylmalonic-acid"	"EX"	"ER"	-1.80020742908744	0.391489217773655
"tumor"	"Succinate-Methylmalonic-acid"	"SED"	"AL"	-1.26640118917307	1.77956803514804
"tumor"	"Succinate-Methylmalonic-acid"	"SED"	"ER"	-1.81378566234023	0.331405515905683
"tumor"	"Taurine"	"EX"	"AL"	-0.0846933321793477	1.53782289354038
"tumor"	"Taurine"	"EX"	"ER"	0.684218114590843	0
"tumor"	"Taurine"	"SED"	"AL"	-0.596325611644949	3.13667872259992
"tumor"	"Taurine"	"SED"	"ER"	0.684218114590843	0
"tumor"	"Threonine-Homoserine"	"EX"	"AL"	-1.29968452179384	1.30868299533026
"tumor"	"Threonine-Homoserine"	"EX"	"ER"	-0.497145024108693	0.19475871728862
"tumor"	"Threonine-Homoserine"	"SED"	"AL"	-1.46710050046388	2.02159898671831
"tumor"	"Threonine-Homoserine"	"SED"	"ER"	-0.627210702930749	0.25217995886165
"tumor"	"Trehalose-6-Phosphate"	"EX"	"AL"	-0.754255567869183	1.98669810674383
"tumor"	"Trehalose-6-Phosphate"	"EX"	"ER"	-1.77229140991436	0.603212589184296
"tumor"	"Trehalose-6-Phosphate"	"SED"	"AL"	-0.723807298401332	1.55673819944142
"tumor"	"Trehalose-6-Phosphate"	"SED"	"ER"	-0.326295187828	2.6892329223852
"tumor"	"Trehalose-Sucrose"	"EX"	"AL"	-1.8170197353472	1.640975328464
"tumor"	"Trehalose-Sucrose"	"EX"	"ER"	-2.40465089356328	0.455805105056091
"tumor"	"Trehalose-Sucrose"	"SED"	"AL"	-2.57947842579306	2.17016153189099
"tumor"	"Trehalose-Sucrose"	"SED"	"ER"	-2.41212085326804	0.220547535354945
"tumor"	"Tryptophan"	"EX"	"AL"	-1.61383686118821	1.51580329311285
"tumor"	"Tryptophan"	"EX"	"ER"	-1.3873155700567	0.39596138113569
"tumor"	"Tryptophan"	"SED"	"AL"	-2.22322098288683	2.90544033036858
"tumor"	"Tryptophan"	"SED"	"ER"	-1.42162535803595	0.216586911076659
"tumor"	"UDP"	"EX"	"AL"	0.0311236424070755	2.59974365653061
"tumor"	"UDP"	"EX"	"ER"	2.51270754496256	1.83046660387132
"tumor"	"UDP"	"SED"	"AL"	2.0855567084107	1.80139754602657
"tumor"	"UDP"	"SED"	"ER"	2.01043352019403	1.238510585631
"tumor"	"UDP-D-glucose"	"EX"	"AL"	2.14413679733677	2.1111203037193
"tumor"	"UDP-D-glucose"	"EX"	"ER"	3.2021484699821	0.0737751268653764
"tumor"	"UDP-D-glucose"	"SED"	"AL"	2.57807611722571	1.70494544615174
"tumor"	"UDP-D-glucose"	"SED"	"ER"	3.17820803371339	0.169307060697314
"tumor"	"UDP-D-glucuronate"	"EX"	"AL"	2.12199214503649	1.78908354661516
"tumor"	"UDP-D-glucuronate"	"EX"	"ER"	2.908584832588	0.500419753416654
"tumor"	"UDP-D-glucuronate"	"SED"	"AL"	2.37966827530054	1.45436417834159
"tumor"	"UDP-D-glucuronate"	"SED"	"ER"	2.81694381568595	0.524486992837759
"tumor"	"UDP-N-acetyl-glucosamine"	"EX"	"AL"	1.54848877835953	1.95503826026977
"tumor"	"UDP-N-acetyl-glucosamine"	"EX"	"ER"	3.03396622149614	0.211712398373246
"tumor"	"UDP-N-acetyl-glucosamine"	"SED"	"AL"	2.40223244088386	1.69863316710832
"tumor"	"UDP-N-acetyl-glucosamine"	"SED"	"ER"	3.00100110587577	0.335013887707779
"tumor"	"UMP"	"EX"	"AL"	-0.974014918160326	1.57269564040759
"tumor"	"UMP"	"EX"	"ER"	-1.14748994416469	1.00924123919016
"tumor"	"UMP"	"SED"	"AL"	-0.765960333462711	1.00992518764327
"tumor"	"UMP"	"SED"	"ER"	-1.53963565913675	0.577947365131428
"tumor"	"Uracil"	"EX"	"AL"	-0.914263839662315	2.46493179790531
"tumor"	"Uracil"	"EX"	"ER"	-2.80086808004284	1.09773040346578
"tumor"	"Uracil"	"SED"	"AL"	-1.66343494032962	2.72144498952285
"tumor"	"Uracil"	"SED"	"ER"	-1.99699653669103	3.07115192958319
"tumor"	"Uric-acid"	"EX"	"AL"	-2.25485514913762	2.40291957361327
"tumor"	"Uric-acid"	"EX"	"ER"	0.440281213468326	2.24599066669098
"tumor"	"Uric-acid"	"SED"	"AL"	-0.08412352092285	2.09279666609356
"tumor"	"Uric-acid"	"SED"	"ER"	-0.0620688557457767	2.53710106642021
"tumor"	"Uridine"	"EX"	"AL"	-1.43161424252783	1.33876879158649
"tumor"	"Uridine"	"EX"	"ER"	-1.80431290316794	0.424811865355285
"tumor"	"Uridine"	"SED"	"AL"	-1.74460475715807	1.33698667964928
"tumor"	"Uridine"	"SED"	"ER"	-1.77107372768471	0.959788902023022
"tumor"	"UTP"	"EX"	"AL"	-1.37498451675728	1.95094030953016
"tumor"	"UTP"	"EX"	"ER"	-2.78609563906824	0.655748544227739
"tumor"	"UTP"	"SED"	"AL"	-1.60452322102057	2.37816412246274
"tumor"	"UTP"	"SED"	"ER"	-3.04424498998254	0.318117407111175
"tumor"	"Val-Asp--VD-"	"EX"	"AL"	1.06870294151492	0.80386267530838
"tumor"	"Val-Asp--VD-"	"EX"	"ER"	1.04215860401589	0.302339710264785
"tumor"	"Val-Asp--VD-"	"SED"	"AL"	1.25303799199267	0.893173687298242
"tumor"	"Val-Asp--VD-"	"SED"	"ER"	0.84043752129077	0.45045054809062
"tumor"	"Valine-5-Aminopentanoic-acid"	"EX"	"AL"	-0.529677408681515	1.49853338517304
"tumor"	"Valine-5-Aminopentanoic-acid"	"EX"	"ER"	0.0073204556777926	0.591687467795711
"tumor"	"Valine-5-Aminopentanoic-acid"	"SED"	"AL"	-0.527187403404955	1.28489850195182
"tumor"	"Valine-5-Aminopentanoic-acid"	"SED"	"ER"	-0.244622239898841	0.246427021974405
"tumor"	"2-3-Dihydroxybenzoic-acid"	"EX"	"AL"	-0.800423955290829	2.92445670573634
"tumor"	"2-3-Dihydroxybenzoic-acid"	"EX"	"ER"	-2.78865597866861	1.58686104655034
"tumor"	"2-3-Dihydroxybenzoic-acid"	"SED"	"AL"	-1.95860268119353	2.79682005355499
"tumor"	"2-3-Dihydroxybenzoic-acid"	"SED"	"ER"	-2.74361591306119	1.16849484935018
"tumor"	"2-Aminooctanoic-acid"	"EX"	"AL"	0.0373856935311321	2.4622765440324
"tumor"	"2-Aminooctanoic-acid"	"EX"	"ER"	-1.3412919514927	0.83114150291267
"tumor"	"2-Aminooctanoic-acid"	"SED"	"AL"	-0.492770618333743	2.15081884576201
"tumor"	"2-Aminooctanoic-acid"	"SED"	"ER"	-1.23070778829633	0.854925457033571
"tumor"	"2-Isopropylmalic-acid"	"EX"	"AL"	-0.542260038931638	2.68155439082245
"tumor"	"2-Isopropylmalic-acid"	"EX"	"ER"	-2.1103908505941	0.869051124363903
"tumor"	"2-Isopropylmalic-acid"	"SED"	"AL"	-1.24038976456582	2.25619265645005
"tumor"	"2-Isopropylmalic-acid"	"SED"	"ER"	-2.05031780262864	0.897441401183316
"tumor"	"2-Keto-D-gluconate"	"EX"	"AL"	-1.28565898971735	1.37007833788626
"tumor"	"2-Keto-D-gluconate"	"EX"	"ER"	-0.513609114495064	0.245369104455345
"tumor"	"2-Keto-D-gluconate"	"SED"	"AL"	-1.26806625504177	2.25187058405537
"tumor"	"2-Keto-D-gluconate"	"SED"	"ER"	-0.562880595364503	0.695367942995819
"tumor"	"2-Keto-isovalerate"	"EX"	"AL"	-0.273783723903447	2.89990316684058
"tumor"	"2-Keto-isovalerate"	"EX"	"ER"	-2.3723023329313	0.733940080803921
"tumor"	"2-Keto-isovalerate"	"SED"	"AL"	-1.49208648185848	2.36568657478035
"tumor"	"2-Keto-isovalerate"	"SED"	"ER"	-2.22287244915708	0.475081758598712
"tumor"	"2-Oxo-4-methylthiobutanoate"	"EX"	"AL"	-1.6739714972811	1.1237177088451
"tumor"	"2-Oxo-4-methylthiobutanoate"	"EX"	"ER"	-1.07301468270105	1.19650819678048
"tumor"	"2-Oxo-4-methylthiobutanoate"	"SED"	"AL"	-1.6400744703595	2.4216197077298
"tumor"	"2-Oxo-4-methylthiobutanoate"	"SED"	"ER"	-1.04894178792528	0.917867081817409
"tumor"	"2-Oxobutanoate"	"EX"	"AL"	0.207699514428958	2.32590278804653
"tumor"	"2-Oxobutanoate"	"EX"	"ER"	-1.47613043495759	0.624355858902057
"tumor"	"2-Oxobutanoate"	"SED"	"AL"	-1.00749738788482	2.14887846320446
"tumor"	"2-Oxobutanoate"	"SED"	"ER"	-1.12232788655088	1.11821847866012
"tumor"	"3-Hydroxybutyric-acid"	"EX"	"AL"	0.207025290388091	2.57646855156469
"tumor"	"3-Hydroxybutyric-acid"	"EX"	"ER"	-1.91849118627756	0.414520498948007
"tumor"	"3-Hydroxybutyric-acid"	"SED"	"AL"	-0.668402385210411	2.60434480150392
"tumor"	"3-Hydroxybutyric-acid"	"SED"	"ER"	-1.70835347867593	0.411785280319156
"tumor"	"3-Methylphenylacetic-acid"	"EX"	"AL"	-0.787959543631809	3.1561309454828
"tumor"	"3-Methylphenylacetic-acid"	"EX"	"ER"	-2.6804706489594	0.767227419670928
"tumor"	"3-Methylphenylacetic-acid"	"SED"	"AL"	-1.43814733207893	2.51772353036013
"tumor"	"3-Methylphenylacetic-acid"	"SED"	"ER"	-2.5447459104439	0.41621736738917
"tumor"	"3-Phospho-serine"	"EX"	"AL"	0.171479269009145	1.87128363986949
"tumor"	"3-Phospho-serine"	"EX"	"ER"	-0.945717212022177	0.947314454671176
"tumor"	"3-Phospho-serine"	"SED"	"AL"	0.145100115186795	1.36063495009964
"tumor"	"3-Phospho-serine"	"SED"	"ER"	-0.825611502152859	1.63437143733391
"tumor"	"3-Phosphoglycerate"	"EX"	"AL"	1.24531466304292	1.20598456250111
"tumor"	"3-Phosphoglycerate"	"EX"	"ER"	1.25384376190064	1.41513537970786
"tumor"	"3-Phosphoglycerate"	"SED"	"AL"	0.652524758730852	1.86945413582188
"tumor"	"3-Phosphoglycerate"	"SED"	"ER"	1.90088026768859	0.463406551315822
"tumor"	"4-Phosphopantothenate"	"EX"	"AL"	0.541762168679366	0.805944490387168
"tumor"	"4-Phosphopantothenate"	"EX"	"ER"	1.48685794704102	0.934027770797868
"tumor"	"4-Phosphopantothenate"	"SED"	"AL"	0.574433580265807	0.589415336481807
"tumor"	"4-Phosphopantothenate"	"SED"	"ER"	1.17709969648238	0.645902148121254
"tumor"	"4-Pyridoxic-acid"	"EX"	"AL"	-1.06095911871888	1.69682344418093
"tumor"	"4-Pyridoxic-acid"	"EX"	"ER"	-2.00472834158965	0.920786833894422
"tumor"	"4-Pyridoxic-acid"	"SED"	"AL"	-1.58893822672942	1.72077397474654
"tumor"	"4-Pyridoxic-acid"	"SED"	"ER"	-2.00548565564811	0.475104435092235
"tumor"	"5-Methyl-THF"	"EX"	"AL"	-1.16080786804449	1.98552842600341
"tumor"	"5-Methyl-THF"	"EX"	"ER"	-0.434169215927013	0.428928612876552
"tumor"	"5-Methyl-THF"	"SED"	"AL"	-0.19628833881506	1.19874314179675
"tumor"	"5-Methyl-THF"	"SED"	"ER"	-0.854956563546904	1.21769838115687
"tumor"	"6-Phospho-D-gluconate"	"EX"	"AL"	0.19602881332538	0.5225452622926
"tumor"	"6-Phospho-D-gluconate"	"EX"	"ER"	-0.922228896499954	1.76787746250991
"tumor"	"6-Phospho-D-gluconate"	"SED"	"AL"	0.505288015640951	1.08589346190661
"tumor"	"6-Phospho-D-gluconate"	"SED"	"ER"	-1.13612138420113	1.41535263137033
"tumor"	"anthine"	"EX"	"AL"	1.39583336661639	1.35255183925047
"tumor"	"anthine"	"EX"	"ER"	2.05048217404313	0.144806432299625
"tumor"	"anthine"	"SED"	"AL"	1.17505964527248	2.31725686531006
"tumor"	"anthine"	"SED"	"ER"	1.99360961244029	0.0784366940641877
"tumor"	"anthosine"	"EX"	"AL"	-0.993175997499231	2.32928193600303
"tumor"	"anthosine"	"EX"	"ER"	0.765351095246142	0.668627548165344
"tumor"	"anthosine"	"SED"	"AL"	-0.602647042157351	1.9951139891042
"tumor"	"anthosine"	"SED"	"ER"	0.0402299962361006	0.54113775533869
"tumor"	"anthosine-5-phosphate"	"EX"	"AL"	-0.176398130356777	2.22387216530783
"tumor"	"anthosine-5-phosphate"	"EX"	"ER"	0.351419301837504	3.26871160844172
"tumor"	"anthosine-5-phosphate"	"SED"	"AL"	0.876615684146149	1.60731357242692
"tumor"	"anthosine-5-phosphate"	"SED"	"ER"	-0.140604364914474	1.67295074230131
"tumor"	"anthurenic-acid"	"EX"	"AL"	-1.65117236272468	0.908154291673046
"tumor"	"anthurenic-acid"	"EX"	"ER"	-2.12978919947482	0.80493606161295
"tumor"	"anthurenic-acid"	"SED"	"AL"	-1.87272734637046	0.677564219040063
"tumor"	"anthurenic-acid"	"SED"	"ER"	-1.98258685504698	0.253693195846987
