"tissue.type"	"metabolite"	"Exercise"	"Weight"	"mean"	"sd"
"plasma"	"Ornithine"	"SED"	"ER"	-0.235791772613316	0.564240002168785
"plasma"	"Pantetheine"	"EX"	"AL"	-0.314965384099571	0.750957315673461
"plasma"	"Pantetheine"	"EX"	"ER"	-0.921589225400489	0.751456195761941
"plasma"	"Pantetheine"	"SED"	"AL"	-0.613538522025694	0.606579811052533
"plasma"	"Pantetheine"	"SED"	"ER"	-0.529111160039885	0.655409247599162
"plasma"	"Pantothenate"	"EX"	"AL"	-0.170811461667032	0.391819389125517
"plasma"	"Pantothenate"	"EX"	"ER"	0.0539815437217861	0.288473397654397
"plasma"	"Pantothenate"	"SED"	"AL"	-0.0628241320264808	0.277965207994011
"plasma"	"Pantothenate"	"SED"	"ER"	0.0557373232167088	0.349239385164378
"plasma"	"Phenylalanine"	"EX"	"AL"	0.179157505984622	1.03618569566876
"plasma"	"Phenylalanine"	"EX"	"ER"	-0.455977640214844	0.847549975654054
"plasma"	"Phenylalanine"	"SED"	"AL"	-0.254686095432096	0.585115460417638
"plasma"	"Phenylalanine"	"SED"	"ER"	-0.184925808273882	0.312492948625656
"plasma"	"Phenyllactic-acid"	"EX"	"AL"	0.402898154101255	0.346669119195637
"plasma"	"Phenyllactic-acid"	"EX"	"ER"	0.651375398251296	0.616494295654669
"plasma"	"Phenyllactic-acid"	"SED"	"AL"	0.295717038542514	0.357727779805346
"plasma"	"Phenyllactic-acid"	"SED"	"ER"	-0.00944847194620112	0.797737947165097
"plasma"	"Phenylpyruvate"	"EX"	"AL"	0.576420399433824	0.496879115602646
"plasma"	"Phenylpyruvate"	"EX"	"ER"	0.812641108377269	0.585274561299222
"plasma"	"Phenylpyruvate"	"SED"	"AL"	0.711318086725271	0.303757592630024
"plasma"	"Phenylpyruvate"	"SED"	"ER"	0.46471010864434	0.967761755909519
"plasma"	"Phosphoenolpyruvate"	"EX"	"AL"	-0.19299480248529	1.06080561661888
"plasma"	"Phosphoenolpyruvate"	"EX"	"ER"	0.279866662838292	1.41833775182731
"plasma"	"Phosphoenolpyruvate"	"SED"	"AL"	0.011907526537827	0.716474252457101
"plasma"	"Phosphoenolpyruvate"	"SED"	"ER"	0.103793569305825	0.849687817484249
"plasma"	"Pipecolic-Acid"	"EX"	"AL"	0.632387773150325	0.66224868302196
"plasma"	"Pipecolic-Acid"	"EX"	"ER"	0.288172698799818	0.522843187168444
"plasma"	"Pipecolic-Acid"	"SED"	"AL"	0.586776288431564	0.401320685066387
"plasma"	"Pipecolic-Acid"	"SED"	"ER"	0.450151285527261	0.708257889294903
"plasma"	"Pro-Asp--PD-"	"EX"	"AL"	-0.313675478930443	0.739446257727995
"plasma"	"Pro-Asp--PD-"	"EX"	"ER"	-0.457816727013311	0.553079126443123
"plasma"	"Pro-Asp--PD-"	"SED"	"AL"	-0.560542569843395	0.934480408184104
"plasma"	"Pro-Asp--PD-"	"SED"	"ER"	-0.361503641839429	0.705069308305767
"plasma"	"Proline"	"EX"	"AL"	-0.0928947018295238	1.06319358489658
"plasma"	"Proline"	"EX"	"ER"	-0.17355249483317	0.804750509238822
"plasma"	"Proline"	"SED"	"AL"	-0.123327523129781	0.477926634153013
"plasma"	"Proline"	"SED"	"ER"	0.0276962463721967	0.475458510596054
"plasma"	"Pyroglutamic-acid"	"EX"	"AL"	-0.171886555965042	0.982792371052179
"plasma"	"Pyroglutamic-acid"	"EX"	"ER"	-0.170735303241783	1.30012198568311
"plasma"	"Pyroglutamic-acid"	"SED"	"AL"	-0.405979043108346	0.460352048071677
"plasma"	"Pyroglutamic-acid"	"SED"	"ER"	-0.261776211284855	1.37853254160381
"plasma"	"Pyruvate"	"EX"	"AL"	0.749285246954472	0.451348044526928
"plasma"	"Pyruvate"	"EX"	"ER"	0.503269503589111	1.00909061555258
"plasma"	"Pyruvate"	"SED"	"AL"	0.494754945031032	0.8013583951748
"plasma"	"Pyruvate"	"SED"	"ER"	0.445783037701035	0.874570943366982
"plasma"	"Quinolinate"	"EX"	"AL"	0.432840902806186	0.975214124828649
"plasma"	"Quinolinate"	"EX"	"ER"	0.00102142231994849	1.07564438386576
"plasma"	"Quinolinate"	"SED"	"AL"	0.240236854416208	0.685926873357207
"plasma"	"Quinolinate"	"SED"	"ER"	-0.214420114129752	0.631339732602694
"plasma"	"Riboflavin"	"EX"	"AL"	0.598959844000841	2.49424895336045
"plasma"	"Riboflavin"	"EX"	"ER"	-0.0302057681296091	1.1698490895578
"plasma"	"Riboflavin"	"SED"	"AL"	-0.0757631353909741	0.709542302018669
"plasma"	"Riboflavin"	"SED"	"ER"	-0.138722535662085	0.824056898055617
"plasma"	"Ribose"	"EX"	"AL"	0.759218552973003	0.721394577899468
"plasma"	"Ribose"	"EX"	"ER"	0.679927081495478	0.610750781310264
"plasma"	"Ribose"	"SED"	"AL"	0.955858980596695	0.237861307117384
"plasma"	"Ribose"	"SED"	"ER"	0.873194299476009	1.12355451060039
"plasma"	"Ribose-5-phosphate"	"EX"	"AL"	-0.281024033353891	0.783884652880691
"plasma"	"Ribose-5-phosphate"	"EX"	"ER"	-0.493010289225722	1.1245467194342
"plasma"	"Ribose-5-phosphate"	"SED"	"AL"	-0.479852288593521	0.818039198915187
"plasma"	"Ribose-5-phosphate"	"SED"	"ER"	-0.368910045612095	0.883794890686662
"plasma"	"Ribulose-5-phosphate"	"EX"	"AL"	-0.674987554672373	1.12001067924646
"plasma"	"Ribulose-5-phosphate"	"EX"	"ER"	-0.278460394907269	1.01214567945687
"plasma"	"Ribulose-5-phosphate"	"SED"	"AL"	-0.730754561611225	0.617362615991576
"plasma"	"Ribulose-5-phosphate"	"SED"	"ER"	-0.427788690696409	0.997049167236102
"plasma"	"S-Adenosyl-L-homocysteine"	"EX"	"AL"	0.0726125226003696	1.36654101958006
"plasma"	"S-Adenosyl-L-homocysteine"	"EX"	"ER"	0.150607286590858	1.14831954355973
"plasma"	"S-Adenosyl-L-homocysteine"	"SED"	"AL"	-0.278909370423541	1.25837401974936
"plasma"	"S-Adenosyl-L-homocysteine"	"SED"	"ER"	-0.0025872227229282	0.510743563905995
"plasma"	"S-Methyl-5--thioadenosine"	"EX"	"AL"	0.921607264848739	1.87972433429614
"plasma"	"S-Methyl-5--thioadenosine"	"EX"	"ER"	0.364965083665911	1.01783876234858
"plasma"	"S-Methyl-5--thioadenosine"	"SED"	"AL"	0.432915415220647	0.793352040578167
"plasma"	"S-Methyl-5--thioadenosine"	"SED"	"ER"	-0.320827842811715	0.894282191015674
"plasma"	"Sedoheptoluse-bisphosphate"	"EX"	"AL"	-0.915540575979547	0.620194862803969
"plasma"	"Sedoheptoluse-bisphosphate"	"EX"	"ER"	-1.02746326551671	0.543091246364688
"plasma"	"Sedoheptoluse-bisphosphate"	"SED"	"AL"	-0.831445714775797	0.681693503647664
"plasma"	"Sedoheptoluse-bisphosphate"	"SED"	"ER"	-0.568484574888945	1.25380324157867
"plasma"	"Serine"	"EX"	"AL"	0.239917420446227	1.43861809901553
"plasma"	"Serine"	"EX"	"ER"	-0.027650707059846	1.08081618373903
"plasma"	"Serine"	"SED"	"AL"	0.464791557469811	0.628470042783465
"plasma"	"Serine"	"SED"	"ER"	0.485756605175818	0.560031602033639
"plasma"	"sn-Glycerol-3-phosphate"	"EX"	"AL"	-0.333062906768166	1.30646885555886
"plasma"	"sn-Glycerol-3-phosphate"	"EX"	"ER"	-0.310193757182093	0.962160657255975
"plasma"	"sn-Glycerol-3-phosphate"	"SED"	"AL"	-0.116303926016035	0.683979708386017
"plasma"	"sn-Glycerol-3-phosphate"	"SED"	"ER"	0.140823307180072	0.658030981147033
"plasma"	"Succinate-Methylmalonic-acid"	"EX"	"AL"	0.429331075920175	0.676098203861776
"plasma"	"Succinate-Methylmalonic-acid"	"EX"	"ER"	0.591450133425498	0.549992048223435
"plasma"	"Succinate-Methylmalonic-acid"	"SED"	"AL"	0.432374179842973	0.468126251407793
"plasma"	"Succinate-Methylmalonic-acid"	"SED"	"ER"	0.251383760532655	0.646958166700802
"plasma"	"Taurine"	"EX"	"AL"	-0.154591073002616	1.11748209268501
"plasma"	"Taurine"	"EX"	"ER"	-0.264764445400525	1.01593510971403
"plasma"	"Taurine"	"SED"	"AL"	0.305071441524747	0.346171600338627
"plasma"	"Taurine"	"SED"	"ER"	-0.117045223745919	0.602782471453521
"plasma"	"Threonine-Homoserine"	"EX"	"AL"	0.375098144146243	1.31179864321228
"plasma"	"Threonine-Homoserine"	"EX"	"ER"	-0.0237620002004781	1.1852535749566
"plasma"	"Threonine-Homoserine"	"SED"	"AL"	0.54846827957589	0.445893549666757
"plasma"	"Threonine-Homoserine"	"SED"	"ER"	0.433438120346965	0.634513460878208
"plasma"	"Trehalose-6-Phosphate"	"EX"	"AL"	0.462768861753635	0.328019154006558
"plasma"	"Trehalose-6-Phosphate"	"EX"	"ER"	0.249672691453195	0.765518195401657
"plasma"	"Trehalose-6-Phosphate"	"SED"	"AL"	0.421683159411099	0.401881894277311
"plasma"	"Trehalose-6-Phosphate"	"SED"	"ER"	0.0167136125351935	1.31569898246101
"plasma"	"Trehalose-Sucrose"	"EX"	"AL"	0.574845711558598	0.397809855681623
"plasma"	"Trehalose-Sucrose"	"EX"	"ER"	0.912915395771341	0.581103841352958
"plasma"	"Trehalose-Sucrose"	"SED"	"AL"	0.569419217406829	0.455668576392001
"plasma"	"Trehalose-Sucrose"	"SED"	"ER"	0.982827707849231	1.16133488981718
"plasma"	"Tryptophan"	"EX"	"AL"	0.697584181899422	0.463328621020309
"plasma"	"Tryptophan"	"EX"	"ER"	0.274695324102779	0.842115322489954
"plasma"	"Tryptophan"	"SED"	"AL"	0.727539722805596	0.314304219831605
"plasma"	"Tryptophan"	"SED"	"ER"	0.573668168682178	0.375716722868939
"plasma"	"UDP"	"EX"	"AL"	-0.733073732727088	0.27348859476454
"plasma"	"UDP"	"EX"	"ER"	-0.638811932865097	0.468204155015974
"plasma"	"UDP"	"SED"	"AL"	-0.676606834563842	0.547252373051415
"plasma"	"UDP"	"SED"	"ER"	-0.272951481906339	0.955736088405374
"plasma"	"UDP-D-glucose"	"EX"	"AL"	-1.06031528635006	0.611542104332411
"plasma"	"UDP-D-glucose"	"EX"	"ER"	-0.665334012365221	1.02489683879866
"plasma"	"UDP-D-glucose"	"SED"	"AL"	-1.05705492134252	0.611707761058514
"plasma"	"UDP-D-glucose"	"SED"	"ER"	-0.981974388305293	1.24196301706007
"plasma"	"UDP-D-glucuronate"	"EX"	"AL"	-0.909828837856513	0.417395988180211
"plasma"	"UDP-D-glucuronate"	"EX"	"ER"	-0.93366587080957	0.510150103713941
"plasma"	"UDP-D-glucuronate"	"SED"	"AL"	-0.874193396349481	0.358546217926629
"plasma"	"UDP-D-glucuronate"	"SED"	"ER"	-0.652123407569817	1.05105293358548
"plasma"	"UDP-N-acetyl-glucosamine"	"EX"	"AL"	-0.996481318750388	0.728431777109815
"plasma"	"UDP-N-acetyl-glucosamine"	"EX"	"ER"	-0.521871292615263	0.959940788716606
"plasma"	"UDP-N-acetyl-glucosamine"	"SED"	"AL"	-1.08586307422518	0.800802289777377
"plasma"	"UDP-N-acetyl-glucosamine"	"SED"	"ER"	-0.830246902413566	1.24541337900897
"plasma"	"UMP"	"EX"	"AL"	0.203239240548824	0.57521654921581
"plasma"	"UMP"	"EX"	"ER"	0.703543300693112	0.817996831071736
"plasma"	"UMP"	"SED"	"AL"	0.0208828933488344	0.654906272994505
"plasma"	"UMP"	"SED"	"ER"	0.473509554788492	1.0981209033155
"plasma"	"Uracil"	"EX"	"AL"	0.662055315178643	0.52076380241179
"plasma"	"Uracil"	"EX"	"ER"	0.707420435619849	0.778684779622214
"plasma"	"Uracil"	"SED"	"AL"	0.693574500569909	0.392874510098881
"plasma"	"Uracil"	"SED"	"ER"	0.385700715813294	0.8355064275259
"plasma"	"Uric-acid"	"EX"	"AL"	0.17603008085556	1.85661274467631
"plasma"	"Uric-acid"	"EX"	"ER"	0.38783127231743	1.78395111042233
"plasma"	"Uric-acid"	"SED"	"AL"	-0.137914029153546	2.00560470838088
"plasma"	"Uric-acid"	"SED"	"ER"	0.0255014706451605	1.96285611120593
"plasma"	"Uridine"	"EX"	"AL"	0.755753652680706	0.564928984116646
"plasma"	"Uridine"	"EX"	"ER"	0.289985630820817	1.09967707325706
"plasma"	"Uridine"	"SED"	"AL"	0.678958661342419	0.502121199066076
"plasma"	"Uridine"	"SED"	"ER"	0.597684712116128	0.583888465801178
"plasma"	"UTP"	"EX"	"AL"	0.836766824233177	0.250589482299371
"plasma"	"UTP"	"EX"	"ER"	0.731794221453782	0.587278657783249
"plasma"	"UTP"	"SED"	"AL"	0.805379495919672	0.307016753754656
"plasma"	"UTP"	"SED"	"ER"	0.589967678340092	1.12363909275627
"plasma"	"Val-Asp--VD-"	"EX"	"AL"	-0.317609469114811	0.701063713784216
"plasma"	"Val-Asp--VD-"	"EX"	"ER"	-0.539337719119565	0.969547768849146
"plasma"	"Val-Asp--VD-"	"SED"	"AL"	-0.282145876875217	0.614374987760786
"plasma"	"Val-Asp--VD-"	"SED"	"ER"	-0.191575879813111	0.727528377854252
"plasma"	"Valine-5-Aminopentanoic-acid"	"EX"	"AL"	-0.0610747194600453	1.32501908883506
"plasma"	"Valine-5-Aminopentanoic-acid"	"EX"	"ER"	0.0516242360562198	0.916773094949612
"plasma"	"Valine-5-Aminopentanoic-acid"	"SED"	"AL"	0.260431627982594	0.273746085906849
"plasma"	"Valine-5-Aminopentanoic-acid"	"SED"	"ER"	0.13991589389121	0.348586845752202
"plasma"	"2-3-Dihydroxybenzoic-acid"	"EX"	"AL"	0.757117004717577	0.57723021639635
"plasma"	"2-3-Dihydroxybenzoic-acid"	"EX"	"ER"	0.690616740860705	0.912959849287405
"plasma"	"2-3-Dihydroxybenzoic-acid"	"SED"	"AL"	0.689614416145111	0.635830220899756
"plasma"	"2-3-Dihydroxybenzoic-acid"	"SED"	"ER"	0.711373537859056	0.937018321425956
"plasma"	"2-Aminooctanoic-acid"	"EX"	"AL"	0.212077463653572	0.968998235994937
"plasma"	"2-Aminooctanoic-acid"	"EX"	"ER"	0.498498339744659	1.24413403456878
"plasma"	"2-Aminooctanoic-acid"	"SED"	"AL"	0.301094827827619	0.928178204508883
"plasma"	"2-Aminooctanoic-acid"	"SED"	"ER"	-0.0299533421730125	0.579297920732861
"plasma"	"2-Isopropylmalic-acid"	"EX"	"AL"	0.535066335642196	0.486163247120527
"plasma"	"2-Isopropylmalic-acid"	"EX"	"ER"	0.502006462073395	1.10326834219665
"plasma"	"2-Isopropylmalic-acid"	"SED"	"AL"	0.643901344027272	0.68953759918564
"plasma"	"2-Isopropylmalic-acid"	"SED"	"ER"	0.334995454710471	0.522352673468918
"plasma"	"2-Keto-D-gluconate"	"EX"	"AL"	0.141084479876108	1.34491586326986
"plasma"	"2-Keto-D-gluconate"	"EX"	"ER"	0.0211931014767668	1.38439567586098
"plasma"	"2-Keto-D-gluconate"	"SED"	"AL"	0.528098433259649	0.313882029412823
"plasma"	"2-Keto-D-gluconate"	"SED"	"ER"	0.498794806794682	0.402337848398385
"plasma"	"2-Keto-isovalerate"	"EX"	"AL"	0.527321125154036	0.688778189505744
"plasma"	"2-Keto-isovalerate"	"EX"	"ER"	0.647537107222346	1.09536284554396
"plasma"	"2-Keto-isovalerate"	"SED"	"AL"	0.749376654686752	0.69910731004115
"plasma"	"2-Keto-isovalerate"	"SED"	"ER"	0.223241156830783	0.673809719616582
"plasma"	"2-Oxo-4-methylthiobutanoate"	"EX"	"AL"	0.797741255329278	1.11110141272925
"plasma"	"2-Oxo-4-methylthiobutanoate"	"EX"	"ER"	0.084652787419188	1.05672231722037
"plasma"	"2-Oxo-4-methylthiobutanoate"	"SED"	"AL"	0.839283372901401	0.617119382787844
"plasma"	"2-Oxo-4-methylthiobutanoate"	"SED"	"ER"	0.129880022184623	0.809158080993799
"plasma"	"2-Oxobutanoate"	"EX"	"AL"	0.248476394716384	0.926211344318127
"plasma"	"2-Oxobutanoate"	"EX"	"ER"	0.527910440262667	1.319724055127
"plasma"	"2-Oxobutanoate"	"SED"	"AL"	0.383815490910236	0.749321870233263
"plasma"	"2-Oxobutanoate"	"SED"	"ER"	-0.0304366052060881	0.518613364712787
"plasma"	"3-Hydroxybutyric-acid"	"EX"	"AL"	0.428655679711853	0.782139954102256
"plasma"	"3-Hydroxybutyric-acid"	"EX"	"ER"	0.43510850542213	0.945233433871132
"plasma"	"3-Hydroxybutyric-acid"	"SED"	"AL"	0.470381629187833	0.709135346377796
"plasma"	"3-Hydroxybutyric-acid"	"SED"	"ER"	0.0792544545123809	0.580070935190202
"plasma"	"3-Methylphenylacetic-acid"	"EX"	"AL"	0.595901527528368	1.04202119218439
"plasma"	"3-Methylphenylacetic-acid"	"EX"	"ER"	0.742617704582911	0.880470299103454
"plasma"	"3-Methylphenylacetic-acid"	"SED"	"AL"	0.738584015759441	0.554182744336372
"plasma"	"3-Methylphenylacetic-acid"	"SED"	"ER"	0.402611090773774	0.256873291718737
"plasma"	"3-Phospho-serine"	"EX"	"AL"	0.0923748488566289	0.51997871081789
"plasma"	"3-Phospho-serine"	"EX"	"ER"	0.268581642535482	0.762459804092276
"plasma"	"3-Phospho-serine"	"SED"	"AL"	0.00409745991173517	0.62904737086412
"plasma"	"3-Phospho-serine"	"SED"	"ER"	0.116810416270728	0.741260678080296
"plasma"	"3-Phosphoglycerate"	"EX"	"AL"	-0.411420521417472	1.2899204216756
"plasma"	"3-Phosphoglycerate"	"EX"	"ER"	-0.483978710477161	1.67402329221152
"plasma"	"3-Phosphoglycerate"	"SED"	"AL"	-0.459343630702964	0.974253099167907
"plasma"	"3-Phosphoglycerate"	"SED"	"ER"	-0.281200241383197	1.39638793605837
"plasma"	"4-Phosphopantothenate"	"EX"	"AL"	-0.337969135508816	1.08168800640365
"plasma"	"4-Phosphopantothenate"	"EX"	"ER"	-0.548093088654161	1.0869626687041
"plasma"	"4-Phosphopantothenate"	"SED"	"AL"	-0.452840830220351	1.00844401329884
"plasma"	"4-Phosphopantothenate"	"SED"	"ER"	0.159674899291853	1.20341297247849
"plasma"	"4-Pyridoxic-acid"	"EX"	"AL"	0.833365971085746	1.20741855843396
"plasma"	"4-Pyridoxic-acid"	"EX"	"ER"	0.658833307238443	0.31851153785348
"plasma"	"4-Pyridoxic-acid"	"SED"	"AL"	0.4130503915087	0.285006043290632
"plasma"	"4-Pyridoxic-acid"	"SED"	"ER"	0.364038290653065	0.784665259562043
"plasma"	"5-Methyl-THF"	"EX"	"AL"	0.388858701370358	0.652446634366908
"plasma"	"5-Methyl-THF"	"EX"	"ER"	-0.0635324718809667	0.959820916131087
"plasma"	"5-Methyl-THF"	"SED"	"AL"	0.320836676914614	0.751239466750682
"plasma"	"5-Methyl-THF"	"SED"	"ER"	0.254618487090672	0.77713889182014
"plasma"	"6-Phospho-D-gluconate"	"EX"	"AL"	0.359840414536554	1.74029474347074
"plasma"	"6-Phospho-D-gluconate"	"EX"	"ER"	0.193276674982393	1.20843842624033
"plasma"	"6-Phospho-D-gluconate"	"SED"	"AL"	-0.0525840678170978	1.02192500273767
"plasma"	"6-Phospho-D-gluconate"	"SED"	"ER"	0.0103850919872941	1.10755855694231
"plasma"	"anthine"	"EX"	"AL"	-0.399471596528197	1.57083113233
"plasma"	"anthine"	"EX"	"ER"	-0.759571084721273	1.33931655948502
"plasma"	"anthine"	"SED"	"AL"	-0.925783379673618	1.51658292152949
"plasma"	"anthine"	"SED"	"ER"	0.0343692624042908	1.44584437021522
"plasma"	"anthosine"	"EX"	"AL"	0.272667519447898	0.996153447991913
"plasma"	"anthosine"	"EX"	"ER"	-0.0757969143351378	1.46342579589736
"plasma"	"anthosine"	"SED"	"AL"	-0.31489695573387	1.09523173516699
"plasma"	"anthosine"	"SED"	"ER"	0.451277510420969	0.824206539620751
"plasma"	"anthosine-5-phosphate"	"EX"	"AL"	0.0680941943708265	0.545211988102795
"plasma"	"anthosine-5-phosphate"	"EX"	"ER"	-0.0613356576003662	0.626884078058254
"plasma"	"anthosine-5-phosphate"	"SED"	"AL"	-0.124468058973617	0.44156191629998
"plasma"	"anthosine-5-phosphate"	"SED"	"ER"	-0.204764128867516	0.387987106833694
"plasma"	"anthurenic-acid"	"EX"	"AL"	0.373656086768988	0.940183033422493
"plasma"	"anthurenic-acid"	"EX"	"ER"	0.939161301543852	0.599293923550166
"plasma"	"anthurenic-acid"	"SED"	"AL"	0.286390266117511	0.942792881281815
"plasma"	"anthurenic-acid"	"SED"	"ER"	0.854352818363321	1.05114829184588
"tumor"	"Acetoacetate"	"EX"	"AL"	-0.534763943003556	2.55076141654116
"tumor"	"Acetoacetate"	"EX"	"ER"	-1.5348726741753	0.400938652647505
"tumor"	"Acetoacetate"	"SED"	"AL"	-0.758957744254512	1.93822830411928
"tumor"	"Acetoacetate"	"SED"	"ER"	-1.53868453861095	0.502852731499718
"tumor"	"Acetyl-aspartate"	"EX"	"AL"	0.447516109033709	1.02457408668823
"tumor"	"Acetyl-aspartate"	"EX"	"ER"	1.45134102919383	0.606862823080967
"tumor"	"Acetyl-aspartate"	"SED"	"AL"	1.21715776052389	0.485934803695401
"tumor"	"Acetyl-aspartate"	"SED"	"ER"	1.79729382912503	0.211578134342453
"tumor"	"Acetyl-glycine"	"EX"	"AL"	-0.794586945853103	1.17117802086899
"tumor"	"Acetyl-glycine"	"EX"	"ER"	-2.375229452951	0.999487015184894
"tumor"	"Acetyl-glycine"	"SED"	"AL"	-0.832612638268391	1.33218078550261
"tumor"	"Acetyl-glycine"	"SED"	"ER"	-1.76843043707103	0.563902010301939
"tumor"	"Acetyllysine"	"EX"	"AL"	-1.02234390831958	0.605218639648921
"tumor"	"Acetyllysine"	"EX"	"ER"	-1.55547708666809	1.49702263927812
"tumor"	"Acetyllysine"	"SED"	"AL"	-1.41605199598586	0.897953468216687
"tumor"	"Acetyllysine"	"SED"	"ER"	-1.3698420757062	0.654544952932273
"tumor"	"Acetylphosphate"	"EX"	"AL"	0.261258860105289	1.74435382890694
"tumor"	"Acetylphosphate"	"EX"	"ER"	-1.76232063209145	0.77797453454756
"tumor"	"Acetylphosphate"	"SED"	"AL"	-1.27202094465012	1.33254565662855
"tumor"	"Acetylphosphate"	"SED"	"ER"	-1.14530809291267	0.93310530937925
"tumor"	"Aconitate"	"EX"	"AL"	-0.699386012888668	1.41539654478522
"tumor"	"Aconitate"	"EX"	"ER"	-1.1541607084498	0.445435049616242
"tumor"	"Aconitate"	"SED"	"AL"	-0.884421456546706	1.06106315080527
"tumor"	"Aconitate"	"SED"	"ER"	-1.29573871488283	0.474649815825204
"tumor"	"ADP"	"EX"	"AL"	0.326630650765816	1.85498482798885
"tumor"	"ADP"	"EX"	"ER"	2.32955159926596	0.999572513584702
"tumor"	"ADP"	"SED"	"AL"	1.76269204000855	1.39460456304271
"tumor"	"ADP"	"SED"	"ER"	2.51770621674122	0.573180553397382
"tumor"	"ADP-D-glucose"	"EX"	"AL"	1.98513628399887	0.952416499093327
"tumor"	"ADP-D-glucose"	"EX"	"ER"	2.01516766828867	0.360073136129425
"tumor"	"ADP-D-glucose"	"SED"	"AL"	1.81133975904595	1.00066354425852
"tumor"	"ADP-D-glucose"	"SED"	"ER"	2.04491142806675	0.489242856018494
"tumor"	"Alanine-Sacrosine"	"EX"	"AL"	-0.730475920096815	0.830187345111139
"tumor"	"Alanine-Sacrosine"	"EX"	"ER"	0.296988478926246	0.292112581282772
"tumor"	"Alanine-Sacrosine"	"SED"	"AL"	-0.0958374088914783	1.01005879255284
"tumor"	"Alanine-Sacrosine"	"SED"	"ER"	0.346254835364286	0.282402154336165
"tumor"	"Allantoate"	"EX"	"AL"	-1.70883773461582	0.635959987874008
"tumor"	"Allantoate"	"EX"	"ER"	-1.84096669533031	0.582652726322237
"tumor"	"Allantoate"	"SED"	"AL"	-1.20331068493105	0.580663781466601
"tumor"	"Allantoate"	"SED"	"ER"	-2.74823754250425	1.65848478056972
"tumor"	"Alpha-ketoglutarate"	"EX"	"AL"	-2.01903888365933	0.971496929706381
"tumor"	"Alpha-ketoglutarate"	"EX"	"ER"	-2.16117549167156	0.399298251121372
"tumor"	"Alpha-ketoglutarate"	"SED"	"AL"	-2.05770904868229	0.941217274670889
"tumor"	"Alpha-ketoglutarate"	"SED"	"ER"	-2.10067737170084	0.314036383457855
"tumor"	"AMP"	"EX"	"AL"	-0.445423349938159	1.37256839776017
"tumor"	"AMP"	"EX"	"ER"	-0.24897579018455	0.739887448869303
"tumor"	"AMP"	"SED"	"AL"	0.295495507820369	0.566074924646711
"tumor"	"AMP"	"SED"	"ER"	-0.258857516985362	0.648653686799551
"tumor"	"Anthranilate"	"EX"	"AL"	-0.370005192140234	2.74278016881825
"tumor"	"Anthranilate"	"EX"	"ER"	-2.75082944351848	1.04381380169707
"tumor"	"Anthranilate"	"SED"	"AL"	-1.35881669003295	2.33404581995384
"tumor"	"Anthranilate"	"SED"	"ER"	-2.36651173742279	1.00585516915991
"tumor"	"Arginine"	"EX"	"AL"	-0.567430157250829	0.272168467549092
"tumor"	"Arginine"	"EX"	"ER"	-1.78677523136852	0.786663590831429
"tumor"	"Arginine"	"SED"	"AL"	-1.18960197757319	1.00247335648759
"tumor"	"Arginine"	"SED"	"ER"	-1.28729501659853	0.724594997839454
"tumor"	"Ascorbic-acid"	"EX"	"AL"	1.6233510062881	2.96061045042893
"tumor"	"Ascorbic-acid"	"EX"	"ER"	2.7774260296752	2.65277181085423
"tumor"	"Ascorbic-acid"	"SED"	"AL"	2.30010100211844	3.21845162283634
"tumor"	"Ascorbic-acid"	"SED"	"ER"	3.09418431239736	2.688492371007
"tumor"	"Asparagine"	"EX"	"AL"	-0.251562015790984	0.909622756396832
"tumor"	"Asparagine"	"EX"	"ER"	0.166613749208674	0.489120499476347
"tumor"	"Asparagine"	"SED"	"AL"	-0.253697895450851	1.01971074633296
"tumor"	"Asparagine"	"SED"	"ER"	0.058846190531067	0.404583490112902
"tumor"	"CDP"	"EX"	"AL"	-0.141369455485152	1.21691309594652
"tumor"	"CDP"	"EX"	"ER"	-0.573788915507338	1.62713875383479
"tumor"	"CDP"	"SED"	"AL"	0.0386054040784786	1.79179863208302
"tumor"	"CDP"	"SED"	"ER"	-1.61600849270294	1.18451382148417
"tumor"	"CDP-choline"	"EX"	"AL"	1.52666021984354	0.900793666739555
"tumor"	"CDP-choline"	"EX"	"ER"	1.21478241692285	0.288993876998602
"tumor"	"CDP-choline"	"SED"	"AL"	1.31752658866738	0.429513939450989
"tumor"	"CDP-choline"	"SED"	"ER"	1.13258634898246	0.475377560102428
"tumor"	"CDP-ethanolamine"	"EX"	"AL"	1.70170812915231	1.58611105176486
"tumor"	"CDP-ethanolamine"	"EX"	"ER"	2.60413584048679	0.232184633768383
"tumor"	"CDP-ethanolamine"	"SED"	"AL"	2.06541220213635	1.29805853684125
"tumor"	"CDP-ethanolamine"	"SED"	"ER"	2.95260982691091	0.257643481481493
"tumor"	"Chlorpropamide"	"EX"	"AL"	-1.56680453849749	1.83575243824812
"tumor"	"Chlorpropamide"	"EX"	"ER"	-0.603074574423059	0.439087049414629
"tumor"	"Chlorpropamide"	"SED"	"AL"	-2.21700918504712	3.10018316075979
"tumor"	"Chlorpropamide"	"SED"	"ER"	-0.823793357012768	0.394110524941801
"tumor"	"Citraconic-acid"	"EX"	"AL"	0.130750292184845	2.12567946828039
"tumor"	"Citraconic-acid"	"EX"	"ER"	-1.47549084591891	0.315922699472906
"tumor"	"Citraconic-acid"	"SED"	"AL"	-0.95684047564192	2.12863377979159
"tumor"	"Citraconic-acid"	"SED"	"ER"	-1.30959414736897	0.503002539498973
